record_id,age_high,age_low,category,created,created_by,directionality,format,frontend_display_specific,gender,id,id_general,label,last_modified,last_modified_by,menopausal_status,metric_name,name_backend,operator,range_high_backend,range_high_frontend,range_low_backend,range_low_frontend,range_name,range_name_backend,range_score,units
rec129TevV9KyoIFc,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,35.0-40.0,Female,high_bodyfat_postmenopausal_female,percent_body_fat_postmenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Postmenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,39.99,40.0,35,35.0,High,high,linear:3.5-0,recbr6G7O5LsA88v5
recXK5TOunMDVXNRJ,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,40.0-50.0,Female,excessively_high_bodyfat_postmenopausal_female,percent_body_fat_postmenopausal_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:01:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Postmenopausal,recVHWlB26jWt9Ij9,bodyfat,<>,100,50.0,40,40.0,Excessively High,excessively_high,0,recbr6G7O5LsA88v5
rec9RMrAH1RQ9z2tB,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,<65.0,Male,critically_low_skeletal_muscle_mass_to_fat-free_mass_male,SMM_to_FFM_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:27:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<,64.99,65.0,0,,Critically Low,critically_low,0,recbr6G7O5LsA88v5
reczQPkBz70Opkd0V,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,65.0-69.9,Male,low_skeletal_muscle_mass_to_fat-free_mass_male,SMM_to_FFM_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:27:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,69.99,69.9,65,65.0,Low,low,linear:0-3.5,recbr6G7O5LsA88v5
recWF9bFIVPd7J3Ez,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,70.0-74.9,Male,suboptimal_low_skeletal_muscle_mass_to_fat-free_mass_male,SMM_to_FFM_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:27:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,74.99,74.9,70,70.0,Suboptimal Low,suboptimal_low,linear:3.5-7,recbr6G7O5LsA88v5
recTF9URcWAaTbWk2,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,75.0-88.9,Male,optimal_skeletal_muscle_mass_to_fat-free_mass_male,SMM_to_FFM_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:27:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,89.99,88.9,75,75.0,Optimal,optimal,10,recbr6G7O5LsA88v5
recQIUWFzxVeqi1Kx,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,89.0-91.9,Male,suboptimal_high_skeletal_muscle_mass_to_fat-free_mass_male,SMM_to_FFM_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:27:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,91.99,91.9,90,89.0,Suboptimal High,suboptimal_high,linear:7-3.5,recbr6G7O5LsA88v5
rec4ovCCis7BVaKUo,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,92.0-94.9,Male,high_skeletal_muscle_mass_to_fat-free_mass_male,SMM_to_FFM_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:27:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,94.99,94.9,92,92.0,High,high,linear:3.5-0,recbr6G7O5LsA88v5
recDu2NHcqdZMd7QZ,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>95.0,Female,critically_high_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:28:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,>,200,,95,95.0,Critically High,critically_high,0,recbr6G7O5LsA88v5
recsZucU0a1PlDN1s,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,-60.0,Female,critically_low_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:28:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,59.99,60.0,0,,Critically Low,critically_low,0,recbr6G7O5LsA88v5
recAnHRsdUCfVnwRk,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,60.0-64.9,Female,low_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:29:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,64.99,64.9,60,60.0,Low,low,linear:0-3.5,recbr6G7O5LsA88v5
recgKeuGCXA7LNtWH,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,65.0-69.9,Female,suboptimal_low_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:29:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,69.99,69.9,65,65.0,Suboptimal Low,suboptimal_low,linear:3.5-7,recbr6G7O5LsA88v5
recJb72iajnG6w3q9,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,70.0-74.9,Female,optimal_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:29:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,84.99,74.9,70,70.0,Optimal,optimal,10,recbr6G7O5LsA88v5
recM3yIb0kWOO0goH,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,85.0-87.9,Female,suboptimal_high_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:28:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,87.99,87.9,85,85.0,Suboptimal High,suboptimal_high,linear:7-3.5,recbr6G7O5LsA88v5
recjfZc9BNeaVh6SA,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,88.0-89.9,Female,high_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:28:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,<>,89.99,89.9,88,88.0,High,high,linear:3.5-0,recbr6G7O5LsA88v5
recRAdGqw8RuGWqTG,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",higher_better,1 decimal,>90.0,Female,critically_high_skeletal_muscle_mass_to_fat-free_mass_female,SMM_to_FFM_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:28:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recyKRTIlX4Jux2W0,skeletal_muscle_mass_to_fat-free_mass,>,200,,90,90.0,Critically High,critically_high,0,recbr6G7O5LsA88v5
reckjCbzxtnuhPt73,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,<0.75,Male,excessively_low_hip-to-waist_ratio_male,hip_to_waist_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<,0.74,0.75,0,,Excessively Low,excessively_low,0,recZoJmPnRLUyCW4D
recPyZno7v7IwWFaG,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.75-0.79,Male,low_hip-to-waist_ratio_male,hip_to_waist_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:34:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.79,0.79,0.75,0.75,Low,low,linear:0-3.5,recZoJmPnRLUyCW4D
recNSfaouiWGHPWgs,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.80-0.84,Male,suboptimal_low_hip-to-waist_ratio_male,hip_to_waist_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.84,0.84,0.8,0.80,Suboptimal Low,suboptimal_low,linear:3.5-7,recZoJmPnRLUyCW4D
rec1KLuxP5E1lSqWP,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.85-0.87,Male,optimal_hip-to-waist_ratio_male,hip_to_waist_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.87,0.87,0.85,0.85,Optimal,optimal,10,recZoJmPnRLUyCW4D
recJJU6rqpxXPQ78P,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.88-0.89,Male,suboptimal_high_hip-to-waist_ratio_male,hip_to_waist_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.89,0.89,0.88,0.88,Suboptimal High,suboptimal_high,linear:7-3.5,recZoJmPnRLUyCW4D
reccDXSormxLkgGJd,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.90-0.94,Male,high_hip-to-waist_ratio_male,hip_to_waist_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.94,0.94,0.9,0.90,High,high,linear:3.5-0,recZoJmPnRLUyCW4D
recRnGZNa4xDGAu0W,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,>0.95,Male,excessively_high_hip-to-waist_ratio_male,hip_to_waist_male,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:34:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,>,2,,0.95,0.95,Excessively High,excessively_high,0,recZoJmPnRLUyCW4D
recQ6PJaxUqahxCRb,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,<0.65,Female,excessively_low_hip-to-waist_ratio_female,hip_to_waist_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:34:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<,0.64,0.65,0,,Excessively Low,excessively_low,0,recZoJmPnRLUyCW4D
recjP5tUeEy9CRC3r,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.65-0.69,Female,low_hip-to-waist_ratio_female,hip_to_waist_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.69,0.69,0.65,0.65,Low,low,linear:0-3.5,recZoJmPnRLUyCW4D
recU9KBk7CN6I0dzJ,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.70-0.74,Female,suboptimal_low_hip-to-waist_ratio_female,hip_to_waist_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.74,0.74,0.7,0.70,Suboptimal Low,suboptimal_low,linear:3.5-7,recZoJmPnRLUyCW4D
recmnDGruqJaRjqQP,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.75-0.79,Female,optimal_hip-to-waist_ratio_female,hip_to_waist_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.79,0.79,0.75,0.75,Optimal,optimal,10,recZoJmPnRLUyCW4D
recDoh1Q9ZAZF0efG,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.80-0.84,Female,suboptimal_high_hip-to-waist_ratio_female,hip_to_waist_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.84,0.84,0.8,0.80,Suboptimal High,suboptimal_high,linear:7-3.5,recZoJmPnRLUyCW4D
recNetlBurPBAFRfa,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,0.85-0.89,Female,high_hip-to-waist_ratio_female,hip_to_waist_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:33:50.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,<>,0.89,0.89,0.85,0.85,High,high,linear:3.5-0,recZoJmPnRLUyCW4D
recPUC0iI0YM3LBnW,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,2 decimals,>0.90,Female,excessively_high_hip-to-waist_ratio_female,hip_to_waist_female,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:35:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recbIfUESzC18eAIL,hip-to-waist_ratio,>,2,,0.9,0.90,Excessively High,excessively_high,0,recZoJmPnRLUyCW4D
rec43uLlRMTQx2yoB,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,<17.0,All,critically_low_bmi,bmi,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:35:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccxH7AESy9vvBPo,bmi,<,16.99,17.0,0,,Critically Low,critically_low,0,recd4eCCKpxMnTVbF
recNIvB7SX7afwY6d,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,17.0-18.4,All,low_bmi,bmi,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:35:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccxH7AESy9vvBPo,bmi,<>,18.49,18.4,17,17.0,Low,low,linear:0-3.5,recd4eCCKpxMnTVbF
recbnUt0yMxBZV1kt,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,18.5-21.4,All,suboptimal_low_bmi,bmi,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:35:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccxH7AESy9vvBPo,bmi,<>,21.49,21.4,18.5,18.5,Suboptimal Low,suboptimal_low,linear:3.5-7,recd4eCCKpxMnTVbF
recLO0v1wr5Y0haJo,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,21.5-24.9,All,optimal_bmi,bmi,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:35:37.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccxH7AESy9vvBPo,bmi,<>,24.99,24.9,21.5,21.5,Optimal,optimal,10,recd4eCCKpxMnTVbF
reclHE1LcNNDfaOiL,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,25.0-27.9,All,suboptimal_high_bmi,bmi,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:35:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccxH7AESy9vvBPo,bmi,<>,27.99,27.9,25,25.0,Suboptimal High,suboptimal_high,linear:7-3.5,recd4eCCKpxMnTVbF
recZwcVxQuxnffjG6,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,28.0-29.9,All,high_bmi,bmi,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:25:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccxH7AESy9vvBPo,bmi,<>,29.99,29.9,28,28.0,High,high,linear:3.5-0,recd4eCCKpxMnTVbF
rechuFAYSXvjmB8Xf,150,0,rec0fBfoq1I1OVqtr,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,1 decimal,>30.0,All,critically_high_bmi,bmi,"Nutrition, Movement, Stress, Sleep",2025-09-24T18:35:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccxH7AESy9vvBPo,bmi,>,100,,30,30.0,Critically High,critically_high,0,recd4eCCKpxMnTVbF
recLAoJTqGrbGauIr,150,0,recaW2jvtHhtuCC7d,2025-06-07T15:22:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,Integer,<40,All,critically_low_resting_heart_rate,resting_heart_rate,"Movement, Core Care",2025-09-24T18:08:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recLuAlDIETnvUUtO,resting_heart_rate,<,39.99,40,0,,Critically Low,critically_low,0,recYXpdHEr2ssGfnV
recDtIidGp1x9Zt7a,150,0,recaW2jvtHhtuCC7d,2025-06-07T15:22:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",optimal_range,Integer,40-49,All,low_resting_heart_rate,resting_heart_rate,"Movement, Core Care",2025-09-24T18:08:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recLuAlDIETnvUUtO,resting_heart_rate,<>,49.99,49,40,40,Low,low,linear:0-7,recYXpdHEr2ssGfnV
