record_id,ID,calculated_metrics_vfinal,cognitive_health_weight,conditional_note,connection_purpose_weight,core_care_weight,created,created_by,dependent_on_not_selected,dependent_on_selected,from_field_include_responses_not_selected_from,from_field_include_responses_selected_from,group_id,healthful_nutrition_weight,implementation_issue_detail,implrmentation_issue,include_responses_not_selected_from,include_responses_selected_from,last_modified,last_modified_by,movement_exercise_weight,pillar,pre_fill,question,response,restorative_sleep_weight,score,screening_compliance_matrix,section,section_number,section_question_order,show_if_not_selected,show_if_selected,stress_management_weight,survey_response_options,total_weight_pillar_agnostic,type
recU0mjpFd8PC80yT,6.07,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,recznJxAKlQXzlgrS,,stress_management,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"What methods do you currently use to manage your stress (select all that apply)?
","Deep breathing exercises, Hobbies or recreational activities, Talking to friends or family, Professional counseling or therapy, Journaling or writing, Time management strategies, Avoiding stressful situations, Other (please specify), None, Meditation or mindfulness practices, Exercise or physical activity",,"10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10",,Stress,6,7,,,,"recspUtJjpNyEw1ZA, recmskeBUpUYi2D8J, recrroXATW2KfLA5l, recoqgcQoJjEb3b2O, rec121KU42fUhZrFm, recgcuZK4cTDLQMPc, rec5CA5yOSukHbGsV, reco9giEaysseGCIQ, rec6q0CZhtSo0H5zY, recnU82Apq0Qeu7Qu, recKD999yDOz2UvdQ",0,multi-select  
recznJxAKlQXzlgrS,6.08,,,Selection options sourced from items not selected in 6.07,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,stress_management,,Include responses NOT selected from previous as response options logic not built,True,recU0mjpFd8PC80yT,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"Which of the following methods would you consider using to manage your stress in the future (select all that apply)?
","Deep breathing exercises, Hobbies or recreational activities, Talking to friends or family, Professional counseling or therapy, Journaling or writing, Time management strategies, Avoiding stressful situations, Other (please specify), None, Meditation or mindfulness practices, Exercise or physical activity",,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,Stress,6,8,,,,"recfHxVTNfNkUpNNF, recZagXRAOEdyBQAh, recjhcr5xUn7FwwOz, recRHPE1dYbreCGIG, recrvwoyJ3dWKPhaF, recbHql7orPPo1Uhp, recwGitgcafToVifZ, rec78ZXTVIG2HKPx0, reciHhp1f9hDpvwQj, recsNuelA9Mm4Khxs, recjf8quuzqexFRLX",0,multi-select  
recdoRLC8kxNU0Qj3,6.09,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec6q0CZhtSo0H5zY,,,,stress_management,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"How effective are your current stress management methods?
","Moderately effective, Very effective, Extremely effective, Slightly effective, Not effective at all",,"0, 0, 0, 0, 0",,Stress,6,9,None,,,"recuqEgN6ZgO8Bnet, recs3tHHxvk4bw9a4, recYPbS7Kic7io8ON, recq2eafLcBdkW5Yd, rec0OLiiGcEvaUXsf",0,single-select
rec4SMBbtReKnmC6Q,6.10,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,stress_management,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"How important is it for you to improve your stress management skills?
","Moderately important, Very important, Extremely important, Slightly important, Not at all important",,"0, 0, 0, 0, 0",,Stress,6,10,,,,"reciHlIZfOAEowXjg, recT5BJb6iZh0xmZV, recIMYoKqUzKFkQaR, recItxeJwPzfBylfd, recTfNhp9Zi7Ywgfb",0,single-select
reca1iygK3fsW4eXV,6.11,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,stress_management,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"How comfortable are you in seeking help for stress management?
","Neither comfortable nor uncomfortable, Somewhat comfortable, Extremely comfortable, Somewhat uncomfortable, Extremely uncomfortable",,"0, 0, 0, 0, 0",,Stress,6,11,,,,"recIuPRxgzaDclswc, recGfe23cqjv6a3z6, recHpiXEFkth6CCDd, reczB3qgodxGGzoeT, recZ9P9klyt8h2xKR",0,single-select
receCrBQNQtm24CYp,6.12,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,stress_goals_support,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"What are your primary goals related to stress management (select all that apply)?
","Improve mental health, Enhance work performance, Improve personal relationships, Increase overall well-being, Other (please specify), Improve physical health, Reduce overall stress",,"0, 0, 0, 0, 0, 0, 0",,Stress,6,12,,,,"rec0B3TBQlss6EWg5, recouig6X7js9u8lC, recpfLrMwfY8yeA9C, recOI75qhmxclseRI, reclrVS0zpS113bLN, recn2kvgaBVIGntNA, reczWO1gahGmJZKNW",0,multi-select  
recD9T2fgBFjWFg40,6.13,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,stress_goals_support,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"What types of support would you find most helpful in managing your stress (select all that apply)?
","Support groups, Online resources or apps, Books or educational materials, Relaxation techniques (e.g. yoga, meditation), Time management tools or strategies, Other (please specify), Stress management workshops or classes, Professional counseling or therapy",,"0, 0, 0, 0, 0, 0, 0, 0",,Stress,6,13,,,,"recwBYQOQvibex56A, recLiWf6INbBmHDMe, recULFbjqYYAAJD1c, recl8Tj9EIuvZyPaY, recfrt25P5YOp01dc, recLpD0bF7VODCeKo, recsNWpnXaPuczgKJ, recKEjCWR385ZlvbS",0,multi-select  
recyjU1FCh0VddWeY,6.14,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,stress_goals_support,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"Do you use any apps or wearables to help with stress management?
","No, Yes",,"0, 0",,Stress,6,14,,,,"recoutcBVVOPbz25g, reczxeWNJpriSONzi",0,single-select
recT3fOVGAi4v3ajz,6.15,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reczxeWNJpriSONzi,,,stress_goals_support,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"Which apps or wearables are you currently using to help with stress management (select all that apply)?
","Garmin, Oura Ring, Samsung Watch, Calm App, Headspace App, Other (please specify), Fitbit, Apple Watch",,"0, 0, 0, 0, 0, 0, 0, 0",,Stress,6,15,,Yes,,"recYlBGwLcOHFFTSd, rec3SeRqQgDeddgBz, reczltRvOhXpKXdKI, recDgovhYiw5keROU, recSttba3NMJafcje, recER2YzGDBMZfkUd, rec94Js6FCrhWJ725, recdJdoqJizvgWerz",0,multi-select  
rec1JEeG5IigLbgqu,6.16,,,,,,2025-06-19T01:32:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recoutcBVVOPbz25g,,,stress_goals_support,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"Would you consider using an app or wearable to help with stress management in support of your longevity goals?
","Yes - open to trying, Maybe - need more information, Not now, but maybe in the future, No",,"0, 0, 0, 0",,Stress,6,16,,No,,"recYLuDfrs18Whkm0, recDkx2h6QGWIlKII, receQlSgP6MgElujn, rechNH6jakkFUuSzQ",0,single-select
recc7RVkhb3KABFhx,7.01,,,,recTihdiGjLwqocUz,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_overview,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reclbVFCBWmPyvvhP,,"How would you rate the quality of your current social relationships?
","Fair, Good, Excellent, Poor, Very poor",,"6, 8, 10, 4, 2",,connection,7,1,,,,"rec0ikkC0zE5XIq96, rec5G2kIfbJym74fR, rec3tMoiHTxZ98Ccx, recUDKSzR3hgA5foG, reccPAROxUlZuMTBE",10,single-select
rec4XzUJMOtQROC1a,7.02,recM2M3FOHj6kQF0c,,,recTihdiGjLwqocUz,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_overview,,,,,,2025-10-07T18:01:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"How often do you interact with friends and/or family?
","Weekly, Several times a month, Rarely, Several times a week, Daily",,"6, 4, 2, 8, 10",,connection,7,2,,,,"recSrfKmEyumcb9jm, recECAwbQQ4XICXcS, recqiFnHiSLz5harg, recR0YR15c6iuxCTE, recHtjdL48sA0OE2T",10,single-select
recciEiIUk3jAU7LK,7.03,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_overview,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"What types of social activities do you typically engage in?
","Video calls, Text messaging or social media, Group activities (e.g., sports, clubs), Volunteering, Other (please specify), Phone calls, In-person gatherings",,"10, 10, 10, 10, 10, 10, 10",,connection,7,3,,,,"recVxHEAyBsaUoiDM, rectvTos29k4DMXO3, recxXSLXqhbe5izBJ, recaq7jnOhrgT8ksm, recOEtzNIiflzIuiV, recDM5zoMgJKc0RFP, rec8TsxQJI8fwTTKi",0,multi-select  
rec7DYMmtatuPk42l,7.04,,,,recJ1oLY2YG1NlQUi,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_satisfaction,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"How satisfied are you with the amount of social interaction you have?
","Neither satisfied nor dissatisfied, Somewhat satisfied, Extremely satisfied, Somewhat dissatisfied, Extremely dissatisfied",,"6, 8, 10, 4, 2",,connection,7,4,,,,"recjaGRqL3qwOJHSk, recgeev7riVEjKes3, recKepE8Mzr5oSyXE, recumgG3W5wc52G4u, recmYMFdKYUvgGnm0",8,single-select
recANcQ0kq5nxk0wL,7.05,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_satisfaction,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"How would you describe your support network?
","Moderate, Strong, Very strong, Weak, Very weak",,"6, 8, 10, 4, 2",,connection,7,5,,,,"rec5Rgawte4AyUJYk, recU4VBFS08J37mHu, recDSKECCe5k3I0FZ, rec83I9MeHzLvhFPA, recZR8GYjYFjcwaxa",0,single-select
recaFmz7u7YSnqkGj,7.06,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_satisfaction,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"Who do you rely on for emotional support?
","Colleagues, Support groups, Professional counselor or therapist, Other (please specify), Friends, Family",,"10, 10, 10, 10, 10, 10",,connection,7,6,,,,"recNEy1YWKPmGk2PZ, recDmMM2pVyAckWoI, recITQEsap0HKPbTz, recO9FQDignMW56U6, reckiywU5qo9giDZK, recP8hgFN2iiEIjTn",0,multi-select  
rectaHodo8DuAAN8I,7.07,,,,recEAcyQXqLCQ8zXD,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_satisfaction,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"Do you feel you have someone to talk to when you need support?
","Sometimes, Rarely, Never, Usually, Always",,"6, 4, 2, 8, 10",,connection,7,7,,,,"recgrxncoO57ATqHy, recBXZelaBHHoQ5lD, recOVS0T7ih3LyXlF, recKuQHHQTseDgdZB, rectGuC6V0cUYFMrR",9,single-select
rec8CPNcT4BffkLFA,7.08,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_barriers,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"What challenges do you face in maintaining social relationships?
","Personal or family obligations, Health issues, Social anxiety or shyness, Lack of interest, Other (please specify), Geographical distance, Lack of time",,"10, 10, 10, 10, 10, 10, 10",,connection,7,8,,,,"rec302E5FDOtGZ7ms, recZ8INBwTgMks7mN, recCGhb1ZBYQMxKg1, recU6G6Hf44lb59oN, recdrM4YqZkjKLD6H, reclJdCsRttxoOn4d, recbY89TtHDrMLapV",0,multi-select  
recYnbe3a2cigx5It,7.09,,,,recOT50SQ6qk7PHnP,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_barriers,,,,,,2025-10-07T18:01:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"How comfortable are you in social situations?
","Neither comfortable nor uncomfortable, Somewhat comfortable, Extremely comfortable, Somewhat uncomfortable, Extremely uncomfortable",,"6, 8, 10, 4, 2",,connection,7,9,,,,"recMne0lqMyVkWgqw, recSuHVTClrienhvx, recymrfabCFosSRFi, recwZFtnJQT60j8Bt, recITeulPtTPFZHpP",3,single-select
recMN8xo4dHucLwkM,7.10,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,social_barriers,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recWHZ0F3RQskqHtH,,"How important is it for you to improve your social interactions?
","Moderately important, Very important, Extremely important, Slightly important, Not at all important",,"0, 0, 0, 0, 0",,connection,7,10,,,,"recxF4FceawgkT1QK, rec4Vx3kfA7zoGzcz, recXRka3u6fYBbLzO, recS5qd1aZSRIzVCy, recQw1Q34wJuuxk1o",0,single-select
recxZue1MssrQVaoB,8.01,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,rec0uMUS2sEuo2lSk,reclVJ9NH32P285s6,substance_use_general,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"Which, if any, of the following substances do you currently use? (select all that apply)
","Recreational drugs (e.g., marijuana), Nicotine, Over-the-counter medications (e.g., sleep aids), Other, None, Alcohol, Tobacco (cigarettes, cigars, smokeless tobacco)",,"0, 0, 0, 0, 10, 0, 0",,substances,8,1,,,,"recW0p0WPezsurP6W, rec15cjQiXvwkiBIm, recL7M9Uv31wzGKoD, recwdfgS9WvFcIDU1, rec1wLV1mtPOMmzoT, recNtcb9xOQN9qNzv, reccZDTfC7d2WsODV",0,multi-select  
recCY0PpEveZpdUdg,8.02,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccZDTfC7d2WsODV,,,substance_use_tobacco,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How would you describe your current tobacco use (e.g., cigarettes, cigars, smokeless tobacco)?
","Light: Less than 1 pack per day / occasional use, Minimal: A few times a month or less, Occasional: Only rarely or on special occasions, Moderate: 1 pack per day (or moderate vape/smokeless), Heavy: 2+ packs per day (or equivalent heavy vape/smokeless)",,"2.2, 2.8, 3.4, 1.6, 1",,substances,8,2,,"Tobacco (cigarettes, cigars, smokeless tobacco)",,"recPlfDSUkizCG3EZ, recB2Veu6dyjcaBfB, rec9moLQxWZ6EIEfa, rec3w9HokKio8NwqM, reclXzJxdZqcVeAZ5",0,single-select
recA35jrR7d3jKSi9,8.03,,,,,,2025-06-13T22:04:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccZDTfC7d2WsODV,,,substance_use_tobacco,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"For how many years have you used tobacco products?
","Less than 1 year, 1-2 years, 3-5 years, 6-10 years, 11-20 years, More than 20 years",,"4, 4, 3.25, 2.5, 1.75, 1",,substances,8,3,,"Tobacco (cigarettes, cigars, smokeless tobacco)",,"recKuYX9DtulkSLUP, reciqs73fQtnYyVch, recWtV0AO4zk3yeFA, rec3bt1iz4rLpBUyQ, recN4MdfPNWku2mja, recUCURo8eI1a6rR4",0,single-select
rec0b8F3YbiDePyc0,8.04,,,,,,2025-06-13T22:06:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,reccZDTfC7d2WsODV,,,substance_use_tobacco,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How would you describe your current tobacco use compared to your typical pattern over that time?
","I currently use more than I used to, My current use is about the same as its been overall, I currently use less than I used to",,"-1, 0, 1",,substances,8,4,,"Tobacco (cigarettes, cigars, smokeless tobacco)",,"recsobdMujeyRYdr7, recESsj2JF98ghSL3, recOjXuajx4wPeFed",0,single-select
recNBge8FivwinbKF,8.05,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recNtcb9xOQN9qNzv,,,substance_use_alcohol,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How would you describe your current alcohol use?
","Light: 1 drink per day or most days, Minimal: A few drinks per month or less, Occasional: Only rarely/special occasions, Moderate: 2–4 drinks per day / frequent use, Heavy: 5+ drinks per day / heavy daily use",,"2.2, 2.8, 3.4, 1.6, 1",,substances,8,5,,Alcohol,,"recYmnzJ7YUozGNzQ, recTwzcVQGh0FgZd2, recVM9F7jv7WM89r6, recD9PI98YYfsWO0E, recfDcJ84qhoqtAQn",0,single-select
recoJTK4nj89ntLa6,8.06,,,,,,2025-06-13T22:04:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recNtcb9xOQN9qNzv,,,substance_use_alcohol,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"For how many years have you consumed alcohol?
","Less than 1 year, 1-2 years, 3-5 years, 6-10 years, 11-20 years, More than 20 years",,"4, 4, 3.25, 2.5, 1.75, 1",,substances,8,6,,Alcohol,,"recl73bw9GV2m3T1I, recwTX81Xy70wt7Xe, recJ1B5775VlockOM, recuyFJZvsbOwOc74, rectPMgjQJbaJKdrG, recaCqrfXQ2RTI3C7",0,single-select
receChTVvqqLAdT19,8.07,,,,,,2025-06-13T22:06:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recNtcb9xOQN9qNzv,,,substance_use_alcohol,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How would you describe your current alcohol use compared to your typical pattern over that time?
","I currently use more than I used to, My current use is about the same as its been overall, I currently use less than I used to",,"-1, 0, 1",,substances,8,7,,Alcohol,,"recT5nxqCiQ9DpP1y, recKjcPfcZsRrg6iv, recz0MA5igxKI75Nk",0,single-select
recFYJHHUksyt8CA1,8.08,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recW0p0WPezsurP6W,,,substance_use_rec_drugs,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How would you describe your current use of recreational drugs (e.g., marijuana)?
","Light: Monthly or less, Minimal: A few times a year, Occasional: Only a handful of times ever, Moderate: Weekly use (1–2x/week), Heavy: Daily or almost daily use",,"2.2, 2.8, 3.4, 1.6, 1",,substances,8,8,,"Recreational drugs (e.g., marijuana)",,"recfoJVsAWsrU10gA, recDwRwu4ftcb3ZWD, recBQFJNfYeWOrFIg, recrWZJ7UZrNJea5c, rec06dFFXKWNx3HVy",0,single-select
rechSPSpKtrCVlaSu,8.09,,,,,,2025-06-13T22:04:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recW0p0WPezsurP6W,,,substance_use_rec_drugs,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"For how many years have you used recreational drugs?
","Less than 1 year, 1-2 years, 3-5 years, 6-10 years, 11-20 years, More than 20 years",,"4, 4, 3.25, 2.5, 1.75, 1",,substances,8,9,,"Recreational drugs (e.g., marijuana)",,"reca9KwyvN4H9bcpT, recK5EvYLAWQRnsL1, recGmwIUngOQfBLxJ, rec8STQvJ02MMfO5y, recutW8xOCzmsIGe7, recXldQZRjooPAWeh",0,single-select
recdjR1S25jDx8DRj,8.10,,,,,,2025-06-13T22:06:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recW0p0WPezsurP6W,,,substance_use_rec_drugs,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How would you describe your current recreational drug use compared to your typical pattern over that time?
","I currently use more than I used to, My current use is about the same as its been overall, I currently use less than I used to",,"-1, 0, 1",,substances,8,10,,"Recreational drugs (e.g., marijuana)",,"recylgbDkiy8n1YiY, recQXfpJBMJlFF2xN, reczhthe3Px7lLon0",0,single-select
rec6guXf7NG1dmhmd,8.11,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec15cjQiXvwkiBIm,,,substance_use_nicotine,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How would you describe your current nicotine use (e.g., vapes, gum, patches)?
","Light: Less than daily or only in specific situations, Minimal: A few times a month or less, Occasional: Only rarely or on special occasions, Moderate: Most of the day/equivalent to 1 pack/day, Heavy: All-day or equivalent to 2+ packs/day",,"2.2, 2.8, 3.4, 1.6, 1",,substances,8,11,,Nicotine,,"rec0vSquOtSCCZ1hh, rec8PUZ9cuQN7shtT, recZRZEGRSBvJQl17, recQVhkAF3oJGyvvb, recDwgbK6VaTSTvg4",0,single-select
