record_id,Created By,calculation_target_value_3,calculation_type_from_recommendationgoals,challenge_description,challenge_level,challenge_title,created,dependency_tracked_metric_from_recommendationgoals,id,last_modified_by,last_modified_time,level_description_from_recommendations,linked_recommendations,operator_from_recommendationgoals,recommendationgoals_ref,recommendations_v2,record_ID,scoring_frequency,scoring_frequency_from_recommendationgoals,scoring_type_from_recommendationgoals,target_value,times,tracked_metric_from_recommendationgoals,trigger_conditions,unit_from_recommendationgoals,weightage_from_recommendationgoals
rec4vGy6yQID1f9xo,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"Master advanced HIIT training by accumulating 70 minutes across this 14-day period, representing elite cardiovascular fitness and comprehensive metabolic development.",05,Peak HIIT Control,2025-09-10T18:52:45.000Z,,CH-05-REC0030.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Accumulate at least 40 minutes of HIIT per week,rec365bl5v5RJHmG9,>=,recYcQI0KhoqLtFB1,recX4Lh38j56eZkQ4,rec4vGy6yQID1f9xo,14-day,weekly,proportional_frequency,70,1,rec6ECEJg5nhl0x6y,recZvqASLUujIXdcS,minutes,
rec8lRxMs9MuKS5C4,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,Begin optimal HIIT training volume by accumulating at least 30 minutes during this 3-day period. This builds toward elite-level high-intensity training commitment.,01,Elite HIIT Volume Start,2025-09-10T18:52:45.000Z,,CH-01-REC0030.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Accumulate at least 60 minutes of HIIT per week,recu6msvuyAWfCw4s,>=,recpc7Za9kTvhoPZk,recX4Lh38j56eZkQ4,rec8lRxMs9MuKS5C4,3-day,weekly,proportional_frequency,30,1,rec6ECEJg5nhl0x6y,recEQLMvu2HdM7Ze9,minutes,
recu6sbAle8Thrgh9,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,Expand to 45 minutes of HIIT across the 5-day challenge period. Focus on varied intensities and formats while maintaining recovery quality for maximum adaptation.,02,Peak HIIT Foundation,2025-09-10T18:52:45.000Z,,CH-02-REC0030.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Accumulate at least 60 minutes of HIIT per week,recu6msvuyAWfCw4s,>=,recpc7Za9kTvhoPZk,recX4Lh38j56eZkQ4,recu6sbAle8Thrgh9,5-day,weekly,proportional_frequency,45,1,rec6ECEJg5nhl0x6y,recGqm2ArjO7Siin6,minutes,
rec8Y1WI7b7emLA0p,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"Accumulate at least 60 minutes of HIIT per week. This represents optimal high-intensity training volume for maximum cardiovascular health, athletic performance, and metabolic benefits.",03,Elite HIIT Mastery,2025-09-10T18:52:45.000Z,,CH-03-REC0030.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Accumulate at least 60 minutes of HIIT per week,recu6msvuyAWfCw4s,>=,recpc7Za9kTvhoPZk,recX4Lh38j56eZkQ4,rec8Y1WI7b7emLA0p,weekly,weekly,proportional_frequency,60,1,rec6ECEJg5nhl0x6y,recuzNQE4zW7byizo,minutes,
rec9P96qs4B9Ks2NB,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Begin building daily movement by achieving at least 45 minutes of active time for 2 out of 3 days. Track all movement including walking, exercise, and daily activities.",01,Active Time Awareness,2025-09-10T18:52:45.000Z,,CH-01-REC0031.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week,recjNCLgwgIRL0pQO,>=,receTniVb21qNMILG,rec0A220UQOmaAQYx,rec9P96qs4B9Ks2NB,3-day,weekly,proportional_frequency,45,2,rechN97Dq5ALu3FI9,recEQLMvu2HdM7Ze9,minutes,
recdLPgw65X0HhIpZ,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Practice accumulating at least 60 minutes of daily active time for 3 out of 5 days. Include structured exercise, walking, household tasks, and any physical activity.",02,Movement Foundation Builder,2025-09-10T18:52:45.000Z,,CH-02-REC0031.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week,recjNCLgwgIRL0pQO,>=,receTniVb21qNMILG,rec0A220UQOmaAQYx,recdLPgw65X0HhIpZ,5-day,weekly,proportional_frequency,60,3,rechN97Dq5ALu3FI9,recGqm2ArjO7Siin6,minutes,
recmCcyjy2kNFNhOK,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week. This creates fundamental movement habits for health and vitality.,03,Weekly Active Excellence,2025-09-10T18:52:45.000Z,,CH-03-REC0031.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week,recjNCLgwgIRL0pQO,>=,receTniVb21qNMILG,rec0A220UQOmaAQYx,recmCcyjy2kNFNhOK,weekly,weekly,proportional_frequency,60,5,rechN97Dq5ALu3FI9,recuzNQE4zW7byizo,minutes,
recnNq5oSKAJPGL7C,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Maintain your 5-day weekly target while achieving 60+ minutes of active time on 7 out of 10 days. This builds stronger daily movement discipline and fitness habits.,04,Enhanced Activity Mastery,2025-09-10T18:52:45.000Z,,CH-04-REC0031.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week,recjNCLgwgIRL0pQO,>=,receTniVb21qNMILG,reckufkoHv5oXa23I,recnNq5oSKAJPGL7C,10-day,weekly,proportional_frequency,60,7,rechN97Dq5ALu3FI9,recev8oMkYeU99K6K,minutes,
recLdIuLy8rfMDd3h,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Master daily movement by accumulating 60+ minutes of active time on 10 out of 14 days, representing excellent progress toward comprehensive daily activity and health optimization.",05,Optimal Activity Excellence,2025-09-10T18:52:45.000Z,,CH-05-REC0031.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week,recjNCLgwgIRL0pQO,>=,receTniVb21qNMILG,reckufkoHv5oXa23I,recLdIuLy8rfMDd3h,14-day,weekly,proportional_frequency,60,10,rechN97Dq5ALu3FI9,recZvqASLUujIXdcS,minutes,
recJk54aRTOCmyett,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Begin building substantial daily movement by achieving at least 75 minutes of active time for 2 out of 3 days. This prepares you for higher activity targets.,01,Advanced Activity Start,2025-09-10T18:52:45.000Z,,CH-01-REC0031.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week,recsPMg2btkV2VLui,>=,recnVxNHQfDu4H4pa,reckufkoHv5oXa23I,recJk54aRTOCmyett,3-day,weekly,proportional_frequency,75,2,rechN97Dq5ALu3FI9,recEQLMvu2HdM7Ze9,minutes,
recax54LBl9iQYGo9,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Expand your activity by accumulating at least 90 minutes of daily active time for 3 out of 5 days. Combine exercise, walking, sports, and active daily living.",02,Movement Progression Builder,2025-09-10T18:52:45.000Z,,CH-02-REC0031.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week,recsPMg2btkV2VLui,>=,recnVxNHQfDu4H4pa,reckufkoHv5oXa23I,recax54LBl9iQYGo9,5-day,weekly,proportional_frequency,90,3,rechN97Dq5ALu3FI9,recGqm2ArjO7Siin6,minutes,
rectbyP8oHOTnysa6,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week. This creates significant health benefits and fitness improvements.,03,Weekly Movement Excellence,2025-09-10T18:52:45.000Z,,CH-03-REC0031.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week,recsPMg2btkV2VLui,>=,recnVxNHQfDu4H4pa,reckufkoHv5oXa23I,rectbyP8oHOTnysa6,weekly,weekly,proportional_frequency,90,5,rechN97Dq5ALu3FI9,recuzNQE4zW7byizo,minutes,
recdBeawOrv8yw3bm,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Maintain your 5-day weekly target while achieving 90+ minutes of active time on 7 out of 10 days. This builds exceptional daily movement capacity and health habits.,04,Advanced Activity Mastery,2025-09-10T18:52:45.000Z,,CH-04-REC0031.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week,recsPMg2btkV2VLui,>=,recnVxNHQfDu4H4pa,recXhidANaW6zTqf2,recdBeawOrv8yw3bm,10-day,weekly,proportional_frequency,90,7,rechN97Dq5ALu3FI9,recev8oMkYeU99K6K,minutes,
recvHAWhefFGAvo9j,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Master advanced movement by accumulating 90+ minutes of active time on 11 out of 14 days, representing elite daily activity levels for maximum health and fitness benefits.",05,Peak Activity Control,2025-09-10T18:52:45.000Z,,CH-05-REC0031.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week,recsPMg2btkV2VLui,>=,recnVxNHQfDu4H4pa,recXhidANaW6zTqf2,recvHAWhefFGAvo9j,14-day,weekly,proportional_frequency,90,11,rechN97Dq5ALu3FI9,recZvqASLUujIXdcS,minutes,
reczQz5PaUa4AYD3c,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Begin optimal daily movement by achieving at least 105 minutes of active time for 2 out of 3 days. This builds toward elite-level daily activity commitment.,01,Elite Activity Start,2025-09-10T18:52:45.000Z,,CH-01-REC0031.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Optimize: Achieve 120+ minutes of active time every day (7 days per week),reclKFX6DhQ24ftN0,>=,recgQquLi39B61MIS,recXhidANaW6zTqf2,reczQz5PaUa4AYD3c,3-day,daily,proportional_daily,105,2,rechN97Dq5ALu3FI9,recW6UbqZK8YEDYEJ,minutes,
recXCPaLeriHmVNrw,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Expand to 120+ minutes of daily active time for 4 out of 5 days. Focus on creating sustainable routines that naturally incorporate high activity levels throughout the day.,02,Peak Movement Foundation,2025-09-10T18:52:45.000Z,,CH-02-REC0031.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Optimize: Achieve 120+ minutes of active time every day (7 days per week),reclKFX6DhQ24ftN0,>=,recgQquLi39B61MIS,recXhidANaW6zTqf2,recXCPaLeriHmVNrw,5-day,daily,proportional_daily,120,4,rechN97Dq5ALu3FI9,rec7q3B1tby7yzQQS,minutes,
recllQm1AaapAzGsg,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Optimize: Achieve 120+ minutes of active time every day (7 days per week). This represents optimal daily movement for maximum health, longevity, and physical performance.",03,Perfect Activity Mastery,2025-09-10T18:52:45.000Z,,CH-03-REC0031.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Optimize: Achieve 120+ minutes of active time every day (7 days per week),reclKFX6DhQ24ftN0,>=,recgQquLi39B61MIS,recXhidANaW6zTqf2,recllQm1AaapAzGsg,weekly,daily,proportional_daily,120,7,rechN97Dq5ALu3FI9,recuzNQE4zW7byizo,minutes,
reccUuQUzS765GLT8,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Begin reducing sedentary time by limiting sitting to under 9 hours for 2 out of 3 days. Track your sitting patterns and identify opportunities to move more.,01,Sitting Awareness Start,2025-09-10T18:52:45.000Z,,CH-01-REC0032.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week),recMk6fKGjMET080O,<,recHqRMpl55dVMrVG,recm1y0FhNqxNPSp0,reccUuQUzS765GLT8,3-day,weekly,proportional_frequency,9,2,reclDVu1Iv6feixC3,recEQLMvu2HdM7Ze9,hours,
reckbOnMZXp40RMkN,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Practice limiting sedentary time to under 8 hours daily for 3 out of 5 days. Set reminders to stand and move regularly throughout your day.,02,Movement Break Builder,2025-09-10T18:52:45.000Z,,CH-02-REC0032.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week),recMk6fKGjMET080O,<,recHqRMpl55dVMrVG,recm1y0FhNqxNPSp0,reckbOnMZXp40RMkN,5-day,weekly,proportional_frequency,8,3,reclDVu1Iv6feixC3,recGqm2ArjO7Siin6,hours,
rec8qKawiFK2nGWI7,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week). This reduces health risks associated with prolonged sitting.,03,Weekly Sitting Reduction,2025-09-10T18:52:45.000Z,,CH-03-REC0032.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-01T21:29:18.000Z,Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week),recMk6fKGjMET080O,<,recHqRMpl55dVMrVG,recm1y0FhNqxNPSp0,rec8qKawiFK2nGWI7,weekly,weekly,proportional_frequency,8,5,reclDVu1Iv6feixC3,recuzNQE4zW7byizo,hours,
rec88zqWeVSTNkekb,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Maintain your 5-day weekly target while limiting sedentary time to under 8 hours on 7 out of 10 days. This builds stronger anti-sedentary habits and movement awareness.,04,Enhanced Movement Discipline,2025-09-10T18:52:45.000Z,,CH-04-REC0032.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week),recMk6fKGjMET080O,<,recHqRMpl55dVMrVG,,rec88zqWeVSTNkekb,10-day,weekly,proportional_frequency,8,7,reclDVu1Iv6feixC3,recev8oMkYeU99K6K,hours,
recY6SSoPFOydZeU6,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Master sedentary time management by staying under 8 hours of sitting on 11 out of 14 days, representing excellent progress toward active living and health optimization.",05,Optimal Sitting Control,2025-09-10T18:52:45.000Z,,CH-05-REC0032.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week),recMk6fKGjMET080O,<,recHqRMpl55dVMrVG,,recY6SSoPFOydZeU6,14-day,weekly,proportional_frequency,8,11,reclDVu1Iv6feixC3,recZvqASLUujIXdcS,hours,
recxuD44GoiHXBT1e,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Begin substantial sedentary time reduction by limiting sitting to under 7.5 hours for 2 out of 3 days. This prepares you for more active daily patterns.,01,Advanced Sitting Reduction Start,2025-09-10T18:52:45.000Z,,CH-01-REC0032.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Sit less: Limit sedentary time to under 7 hours daily (6+ days/week),recL0tr8zHEGjTEAV,<,recG6eYNetXflFXvN,,recxuD44GoiHXBT1e,3-day,weekly,proportional_frequency,7.5,2,reclDVu1Iv6feixC3,recEQLMvu2HdM7Ze9,hours,
recoOiNLy0X9hfv3p,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Expand your movement by limiting sedentary time to under 7 hours daily for 4 out of 5 days. Focus on standing meetings, walking breaks, and active workstations.",02,Active Living Builder,2025-09-10T18:52:45.000Z,,CH-02-REC0032.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Sit less: Limit sedentary time to under 7 hours daily (6+ days/week),recL0tr8zHEGjTEAV,<,recG6eYNetXflFXvN,,recoOiNLy0X9hfv3p,5-day,weekly,proportional_frequency,7,4,reclDVu1Iv6feixC3,recGqm2ArjO7Siin6,hours,
recQm0IROmIWs3kyM,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Sit less: Limit sedentary time to under 7 hours daily (6+ days/week). This creates significant improvements in metabolic health and movement patterns.,03,Weekly Active Excellence,2025-09-10T18:52:45.000Z,,CH-03-REC0032.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Sit less: Limit sedentary time to under 7 hours daily (6+ days/week),recL0tr8zHEGjTEAV,<,recG6eYNetXflFXvN,,recQm0IROmIWs3kyM,weekly,weekly,proportional_frequency,7,6,reclDVu1Iv6feixC3,recuzNQE4zW7byizo,hours,
recfswyWAzNO4Kd6j,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Maintain your 6-day weekly target while limiting sedentary time to under 7 hours on 8 out of 10 days. This builds exceptional anti-sedentary discipline and active living habits.,04,Advanced Movement Mastery,2025-09-10T18:52:45.000Z,,CH-04-REC0032.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Sit less: Limit sedentary time to under 7 hours daily (6+ days/week),recL0tr8zHEGjTEAV,<,recG6eYNetXflFXvN,,recfswyWAzNO4Kd6j,10-day,weekly,proportional_frequency,7,8,reclDVu1Iv6feixC3,recev8oMkYeU99K6K,hours,
rec0R2tCnS7HPONm3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Master advanced sedentary time management by staying under 7 hours of sitting on 12 out of 14 days, representing elite active living and metabolic health optimization.",05,Peak Movement Control,2025-09-10T18:52:45.000Z,,CH-05-REC0032.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Sit less: Limit sedentary time to under 7 hours daily (6+ days/week),recL0tr8zHEGjTEAV,<,recG6eYNetXflFXvN,,rec0R2tCnS7HPONm3,14-day,weekly,proportional_frequency,7,12,reclDVu1Iv6feixC3,recZvqASLUujIXdcS,hours,
recWXfszJJd4txvLg,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Begin optimal sedentary time management by limiting sitting to under 6.5 hours for 2 out of 3 days. This builds toward elite-level active living commitment.,01,Elite Movement Start,2025-09-10T18:52:45.000Z,,CH-01-REC0032.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,"Stay on your feet: Consistently keep sedentary time below 6 hours per day, every day",reczXBfMO20DdNbq9,<,recu3mMrtOjcfzul1,,recWXfszJJd4txvLg,3-day,daily,proportional_daily,6.5,2,reclDVu1Iv6feixC3,recW6UbqZK8YEDYEJ,hours,
recHGTq1sZEuNvYU3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,Expand to keeping sedentary time below 6 hours for 4 out of 5 days. Focus on creating work and lifestyle patterns that naturally minimize sitting time.,02,Peak Active Foundation,2025-09-10T18:52:45.000Z,,CH-02-REC0032.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,"Stay on your feet: Consistently keep sedentary time below 6 hours per day, every day",reczXBfMO20DdNbq9,<,recu3mMrtOjcfzul1,,recHGTq1sZEuNvYU3,5-day,daily,proportional_daily,6,4,reclDVu1Iv6feixC3,rec7q3B1tby7yzQQS,hours,
recJjjF6jr9nR8116,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"Stay on your feet: Consistently keep sedentary time below 6 hours per day, every day. This represents optimal active living for maximum metabolic health and longevity.",03,Perfect Movement Mastery,2025-09-10T18:52:45.000Z,,CH-03-REC0032.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,"Stay on your feet: Consistently keep sedentary time below 6 hours per day, every day",reczXBfMO20DdNbq9,<,recu3mMrtOjcfzul1,,recJjjF6jr9nR8116,weekly,daily,proportional_daily,6,7,reclDVu1Iv6feixC3,recuzNQE4zW7byizo,hours,
reckCpzwbw7NY3Y3H,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,Begin building flexibility by completing 1 mobility session during this 3-day period. Focus on basic stretches and gentle movements to assess your current range of motion.,01,Mobility Introduction,2025-09-10T18:52:45.000Z,,CH-01-REC0033.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Get started: Complete at least 2 mobility sessions per week,rec2C4Hndkvoy1Dxn,>=,recXIPe2S6OXANWsf,,reckCpzwbw7NY3Y3H,3-day,weekly,proportional_frequency,1,1,rec5CjdtdR3SqBAcU,recEQLMvu2HdM7Ze9,sessions,
rec0B5P4yS4Ugq5jQ,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,Practice mobility work by completing 2 sessions across the 5-day challenge period. Experiment with different stretches and mobility exercises to find what feels best.,02,Flexibility Foundation,2025-09-10T18:52:45.000Z,,CH-02-REC0033.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Get started: Complete at least 2 mobility sessions per week,rec2C4Hndkvoy1Dxn,>=,recXIPe2S6OXANWsf,,rec0B5P4yS4Ugq5jQ,5-day,weekly,proportional_frequency,2,1,rec5CjdtdR3SqBAcU,recGqm2ArjO7Siin6,sessions,
recn8Bvrbx8bym1UT,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,Get started: Complete at least 2 mobility sessions per week. This establishes foundation flexibility habits for joint health and movement quality.,03,Weekly Mobility Habit,2025-09-10T18:52:45.000Z,,CH-03-REC0033.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-03T20:29:24.000Z,Get started: Complete at least 2 mobility sessions per week,rec2C4Hndkvoy1Dxn,>=,recXIPe2S6OXANWsf,,recn8Bvrbx8bym1UT,weekly,weekly,proportional_frequency,2,1,rec5CjdtdR3SqBAcU,recuzNQE4zW7byizo,sessions,
