record_id,calculated_metric,cognitive_health_weight_from_linked_survey_question,connection_purpose_weight_from_linked_survey_question,contraindications,core_care_weight_from_linked_survey_question,created,created_by,healthful_nutrition_weight_from_linked_survey_question,id,last_modified,last_modified_by,linked_survey_question,movement_exercise_weight_from_linked_survey_question,question_from_linked_survey_question,recommendation_nulls,recommendation_triggers,response,response_order,restorative_sleep_weight_from_linked_survey_question,score,section_number_from_linked_survey_question,section_question_order_from_linked_survey_question,stress_management_weight_from_linked_survey_question,survey_question_trigger_not_selected,survey_question_trigger_selected,total_weight_pillar_agnostic_from_linked_survey_question
recm9qdyX8S1DM1u1,,,,,,2025-09-29T19:44:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-1,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"CPAP machine
",1,,,4,32,,,,0
recorsMiqOjsnTGqN,,,,,,2025-09-29T19:44:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-2,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"BiPAP machine
",2,,,4,32,,,,0
recr6iUmMii1dOzhE,,,,,,2025-09-29T19:44:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-3,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"Oral appliance/dental device
",3,,,4,32,,,,0
rectdqjfFhEpBMOJN,,,,,,2025-09-29T19:44:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-4,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"Positional therapy (sleeping position changes)
",4,,,4,32,,,,0
recAErgrPaaCp7PW7,,,,,,2025-09-29T19:44:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-5,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"Weight loss program
",5,,,4,32,,,,0
recOBeLe50u7CjtMp,,,,,,2025-09-29T19:44:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-6,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"Surgery (e.g., UPPP, septoplasty)
",6,,,4,32,,,,0
recbwyhB74hUOHPHZ,,,,,,2025-09-29T19:44:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-7,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"Lifestyle modifications (diet, exercise, avoiding alcohol)
",7,,,4,32,,,,0
recvsxIdNuPjxTEUq,,,,,,2025-09-29T19:44:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-8,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"None of these
",8,,,4,32,,,,0
recAfrMhESRvQxGmw,,,,,,2025-09-29T19:44:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,4.33-9,2025-09-29T21:24:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recswBQQIjCdqtDsU,,Which of the following sleep apnea treatments would you be willing to try? (select all that apply),,,"Other (please specify)
",9,,,4,32,,,,0
rec20mVbTIIAnA0Jq,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.01-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec4GIvD4kEmXxMqV,,"How would you rate your current cognitive function (e.g., memory, attention, problem-solving, etc.)?",,,"Very poor
",1,,2,5,1,,,,8
recGlv7x1gJwR3BQ3,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.01-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec4GIvD4kEmXxMqV,,"How would you rate your current cognitive function (e.g., memory, attention, problem-solving, etc.)?",,,"Poor
",2,,4,5,1,,,,8
rec1Ym9xrliD7q1zA,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.01-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec4GIvD4kEmXxMqV,,"How would you rate your current cognitive function (e.g., memory, attention, problem-solving, etc.)?",,,"Fair
",3,,6,5,1,,,,8
rec7eq70httLLcdTx,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.01-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec4GIvD4kEmXxMqV,,"How would you rate your current cognitive function (e.g., memory, attention, problem-solving, etc.)?",,,"Good
",4,,8,5,1,,,,8
recoPmbIRnNa5OA1G,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.01-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rec4GIvD4kEmXxMqV,,"How would you rate your current cognitive function (e.g., memory, attention, problem-solving, etc.)?",,,"Excellent
",5,,10,5,1,,,,8
rec1v35dA81utAX1h,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.02-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",receQcqooMLH2BxMi,,Do you have any concerns about your current cognitive function?,,,"Yes
",1,,2,5,2,,,recva2r4jVaS0UvSU,8
recUtmIdWfoiDcOBI,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.02-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",receQcqooMLH2BxMi,,Do you have any concerns about your current cognitive function?,,,"No
",2,,10,5,2,,,,8
recRwsYZgIz3Z8wWG,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.03-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recva2r4jVaS0UvSU,,What are your primary concerns (select all that apply)?,,,"Memory loss
",1,,10,5,3,,,,0
rec9ZI9Xdi2GX3BCP,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.03-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recva2r4jVaS0UvSU,,What are your primary concerns (select all that apply)?,,,"Difficulty concentrating
",2,,10,5,3,,,,0
rec9pj8wNC8ZBgU9R,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.03-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recva2r4jVaS0UvSU,,What are your primary concerns (select all that apply)?,,,"Trouble with problem solving or decision-making
",3,,10,5,3,,,,0
recx7tpVrets7Ylky,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.03-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recva2r4jVaS0UvSU,,What are your primary concerns (select all that apply)?,,,"Difficulty finding words or speaking clearly
",4,,10,5,3,,,,0
recpbay5VMhZslCyM,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.03-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recva2r4jVaS0UvSU,,What are your primary concerns (select all that apply)?,,,"Slower thinking or processing speed
",5,,10,5,3,,,,0
recVYcAvcLoYJtCuX,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.03-6,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recva2r4jVaS0UvSU,,What are your primary concerns (select all that apply)?,,,"Other (please specify)
",6,,10,5,3,,,,0
rec3ak0Mly7bFcoDs,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.04-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recoEvhR3TYfuGYUj,,Have you experienced any changes in your cognitive function over the past year?,,,"Yes
",1,,2,5,4,,,reckGGuFKOchqgZPR,0
recfphomuTghYqMqj,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.04-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recoEvhR3TYfuGYUj,,Have you experienced any changes in your cognitive function over the past year?,,,"No
",2,,10,5,4,,,,0
recFvowXlTA2MhZN4,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.05-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reckGGuFKOchqgZPR,,Which of the following changes have you noticed (select all that apply)?,,,"Increased forgetfulness
",1,,10,5,5,,,,0
rec4YBJSXZkU9LK4o,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.05-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reckGGuFKOchqgZPR,,Which of the following changes have you noticed (select all that apply)?,,,"More frequent confusion
",2,,10,5,5,,,,0
recZ1vR88LzCT8zLr,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.05-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reckGGuFKOchqgZPR,,Which of the following changes have you noticed (select all that apply)?,,,"Difficulty learning new things
",3,,10,5,5,,,,0
reciH6NiwSH1YO5Ju,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.05-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reckGGuFKOchqgZPR,,Which of the following changes have you noticed (select all that apply)?,,,"Decreased ability to focus
",4,,10,5,5,,,,0
rec84gnEfYoVYcVa5,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.05-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reckGGuFKOchqgZPR,,Which of the following changes have you noticed (select all that apply)?,,,"Other (please specify)
",5,,10,5,5,,,,0
recEVmKOwj9BloynA,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.06-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recqIF9JESGtmu3qC,,"How often do you engage in activities that challenge your brain (e.g. puzzles, reading, learning new skills, etc.)?",,,"Daily
",1,,10,5,6,,,,8
rec8U6Ai3fFcNhN45,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.06-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recqIF9JESGtmu3qC,,"How often do you engage in activities that challenge your brain (e.g. puzzles, reading, learning new skills, etc.)?",,,"Several times a week
",2,,8,5,6,,,,8
recxpQYeXEuzGsZkE,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.06-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recqIF9JESGtmu3qC,,"How often do you engage in activities that challenge your brain (e.g. puzzles, reading, learning new skills, etc.)?",,,"Weekly
",3,,6,5,6,,,,8
recvc5YcMusCsqvMk,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.06-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recqIF9JESGtmu3qC,,"How often do you engage in activities that challenge your brain (e.g. puzzles, reading, learning new skills, etc.)?",,,"Occasionally
",4,,4,5,6,,,recBlQaDV3qX3jGbm,8
recDgrt4OB7uLD7bQ,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.06-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recqIF9JESGtmu3qC,,"How often do you engage in activities that challenge your brain (e.g. puzzles, reading, learning new skills, etc.)?",,,"Rarely or Never
",5,,2,5,6,,,recBlQaDV3qX3jGbm,8
recb2dq1gpQADojTK,,,,,,2025-06-13T21:16:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.07-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBlQaDV3qX3jGbm,,Would you be willing to engage in more activities in the future in support of your longevity goals?,,,"Yes - open to trying
",1,,0,5,7,,,,0
recLIJ82lQP1GOQHt,,,,,,2025-06-13T21:16:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.07-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBlQaDV3qX3jGbm,,Would you be willing to engage in more activities in the future in support of your longevity goals?,,,"Maybe - need more information
",2,,0,5,7,,,,0
recIQSKvCWC2kGQzo,,,,,,2025-06-13T21:16:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.07-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBlQaDV3qX3jGbm,,Would you be willing to engage in more activities in the future in support of your longevity goals?,,,"Not now, but maybe in the future
",3,,0,5,7,,,,0
recyXlqV1xZ1qMmi3,,,,,,2025-06-13T21:16:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.07-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recBlQaDV3qX3jGbm,,Would you be willing to engage in more activities in the future in support of your longevity goals?,,,"No
",4,,0,5,7,,,,0
recA11YqFnI8Bk01p,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.08-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reciaIJviV002AFB1,,What types of cognitive activities do you regularly participate in (select all that apply)?,,,"Reading books or articles
",1,,10,5,8,,,,8
recTpiwK8d4oreon7,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.08-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reciaIJviV002AFB1,,What types of cognitive activities do you regularly participate in (select all that apply)?,,,"Engaging in hobbies (e.g., music, sports)
",2,,10,5,8,,,,8
rec7jyqBhmDVC8jSD,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.08-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reciaIJviV002AFB1,,What types of cognitive activities do you regularly participate in (select all that apply)?,,,"Socializing with friends and family
",3,,10,5,8,,,,8
recZyfm1RlT8CIm9O,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.08-4,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reciaIJviV002AFB1,,What types of cognitive activities do you regularly participate in (select all that apply)?,,,"Learning a new language or skill
",4,,10,5,8,,,,8
rec3dETetcMW1h5YT,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.08-5,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reciaIJviV002AFB1,,What types of cognitive activities do you regularly participate in (select all that apply)?,,,"Playing brain games or puzzles
",5,,10,5,8,,,,8
recNin5v9NlIf8oo1,,recPwf57YPv35DmjI,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.08-6,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reciaIJviV002AFB1,,What types of cognitive activities do you regularly participate in (select all that apply)?,,,"Other (please specify)
",6,,10,5,8,,,,8
rec20RuOPxsRGNF9r,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.09-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reczxWnvohDMipIso,,You previously indicated your sleep was 'poor' or 'fair.' Do you notice improved cognitive function on those nights when you are able to get better sleep?,,,"Yes
",1,,0,5,9,,,,0
recsvX0nCS0EWsOSG,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.09-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reczxWnvohDMipIso,,You previously indicated your sleep was 'poor' or 'fair.' Do you notice improved cognitive function on those nights when you are able to get better sleep?,,,"No
",2,,0,5,9,,,,0
rec613cYavJNnr5fM,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.09-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",reczxWnvohDMipIso,,You previously indicated your sleep was 'poor' or 'fair.' Do you notice improved cognitive function on those nights when you are able to get better sleep?,,,"I'm not sure
",3,,0,5,9,,,,0
recE2W7i9RF0X9BJs,,,,,,2025-06-19T01:30:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.10-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recAdvfZVUfSiPKZ2,,You previously indicated that you exercise 'rarely' or 'occasionally.' Do you notice improved cognitive function on the days when you do engage in physical activity?,,,"Yes
",1,,0,5,10,,,,0
recE8yal98CchkTzu,,,,,,2025-06-19T01:30:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.10-2,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recAdvfZVUfSiPKZ2,,You previously indicated that you exercise 'rarely' or 'occasionally.' Do you notice improved cognitive function on the days when you do engage in physical activity?,,,"No
",2,,0,5,10,,,,0
reciGGknfKoWuwqLm,,,,,,2025-06-19T01:30:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.10-3,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recAdvfZVUfSiPKZ2,,You previously indicated that you exercise 'rarely' or 'occasionally.' Do you notice improved cognitive function on the days when you do engage in physical activity?,,,"I'm not sure
",3,,0,5,10,,,,0
recPZHShGhiwHRtNt,,,,,,2025-06-10T19:01:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,5.11-1,2025-09-17T23:00:56.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recP6cP9rY1LbL1D4,,What are your primary goals related to cognitive health (select all that apply)?,,,"Enhancing memory
",1,,0,5,11,,,,0
