record_id,created,created_by,last_modified_by,last_modified_time,max_value,min_value,name,option_id,questions_using_this,response_choices,response_types,scoring_map
recZXfVtxobNTVoO8,2025-09-04T18:09:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Breathwork Effects,RO174-Effects,recdoIknBi0WdXWMh,"[""Reduced stress and anxiety"", ""Improved emotional regulation"", ""Better sleep quality"", ""Enhanced focus/mental clarity"", ""Increased energy levels"", ""Better mood/mental health"", ""Improved physical relaxation"", ""Enhanced mindfulness/present moment awareness"", ""Better stress resilience"", ""Improved lung capacity/breathing"", ""Enhanced spiritual connection"", ""Better pain management"", ""Increased self-awareness"", ""Sometimes feel lightheaded during sessions"", ""Challenging but rewarding practice""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recjDSjZuFMfJETRA,2025-09-04T18:09:31.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Breathwork Strategies,RO174-Strategies,"rec3Rybr1GAOIEadw, recHNzKRFggHOGf70","[""Practice at consistent times daily"", ""Start with shorter sessions and build up"", ""Find quiet, comfortable space for practice"", ""Follow guided breathwork sessions/apps"", ""Focus on proper technique over duration"", ""Use breathwork for specific situations (stress, sleep)"", ""Track how you feel before/after sessions"", ""Try different breathwork techniques"", ""Practice on empty stomach when possible"", ""Combine with meditation or yoga"", ""Don't force breathing - let it flow naturally"", ""Use breathwork during daily activities"", ""Join breathwork classes or groups"", ""Be patient with learning process"", ""Listen to body and stop if dizzy""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recEFAEG3Sidr7wFM,2025-09-04T18:09:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Meditation Effects,RO175-Effects,recOIWV9Inp6ZMv1m,"[""Reduced stress and anxiety"", ""Improved emotional regulation"", ""Better sleep quality"", ""Enhanced focus/concentration"", ""Increased self-awareness"", ""Better mood/mental health"", ""Improved patience and tolerance"", ""Enhanced mindfulness in daily life"", ""Better stress resilience"", ""Improved relationships"", ""Enhanced spiritual connection"", ""Better pain management"", ""Increased compassion/empathy"", ""Sometimes struggle with racing thoughts"", ""Challenging but peaceful practice""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rect3d6ZxkZ1Cvzxw,2025-09-04T18:09:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Meditation Strategies,RO175-Strategies,"recDTuTwv0Bt6INBU, recmbGXixg4yR2lsY","[""Practice at consistent times daily"", ""Start with short sessions (5-10 minutes)"", ""Find quiet, comfortable space for practice"", ""Use guided meditation apps/videos"", ""Focus on breath as anchor for attention"", ""Don't judge thoughts - just observe them"", ""Try different meditation techniques"", ""Use meditation for specific situations (stress, sleep)"", ""Track meditation streaks and duration"", ""Join meditation groups or classes"", ""Combine with yoga or gentle movement"", ""Practice mindfulness throughout day"", ""Be patient with wandering mind"", ""Use meditation cushion or comfortable seat"", ""Set realistic expectations for progress""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recr8Ip3I32CrZLx3,2025-09-04T17:14:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Professional Therapy Effects,RO176-Effects,reccsxVqhWZtNxnhn,"[""Improved emotional regulation"", ""Better coping strategies for stress"", ""Reduced anxiety levels"", ""Improved mood stability"", ""Better self-awareness"", ""Improved relationships"", ""Better communication skills"", ""Reduced depression symptoms"", ""Improved self-esteem"", ""Better boundary setting"", ""Increased motivation"", ""Better sleep quality"", ""Reduced rumination/overthinking"", ""More clarity on life goals"", ""Feel more resilient overall""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
reckf1rhRskOet98u,2025-09-04T17:14:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Professional Therapy Strategies,RO176-Strategies,"recx5rv8q2y52l0RB, recWo5Zz4quLQ8tHL","[""Attend sessions consistently"", ""Be honest and open with therapist"", ""Do assigned homework/exercises"", ""Practice new skills between sessions"", ""Take notes during or after sessions"", ""Set specific goals for therapy"", ""Research different therapy approaches"", ""Communicate when something isn't working"", ""Apply coping strategies in daily life"", ""Journal about insights and progress"", ""Be patient with the process"", ""Share feedback about session effectiveness"", ""Work on building therapeutic relationship"", ""Practice mindfulness techniques learned"", ""Discuss therapy progress with trusted friends/family""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recjdQG3BY8AQNmwL,2025-09-04T17:45:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Testosterone Therapy Effects,RO177-Effects,rec9PUGpqsISZ0Dza,"[""Increased energy levels"", ""Improved muscle mass/strength"", ""Enhanced libido/sexual function"", ""Better mood/reduced depression"", ""Improved cognitive function/focus"", ""Better sleep quality"", ""Reduced body fat"", ""Improved bone density"", ""Enhanced motivation/drive"", ""Better exercise performance"", ""Improved recovery from workouts"", ""Enhanced overall vitality"", ""More stable emotions"", ""Some side effects (acne, mood swings)"", ""Lab values improving""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rechocGdjIxrosDD6,2025-09-04T17:45:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Testosterone Therapy Strategies,RO177-Strategies,"recks3iImFcwrh55P, rec7CyhJWJ8JwW8ML","[""Follow prescribed dosing schedule exactly"", ""Get regular lab monitoring as scheduled"", ""Track symptoms and improvements daily"", ""Coordinate closely with healthcare provider"", ""Monitor for side effects carefully"", ""Follow injection technique properly if applicable"", ""Apply gels/creams consistently if applicable"", ""Time doses consistently"", ""Track energy and mood changes"", ""Monitor sleep quality improvements"", ""Combine with resistance training"", ""Maintain healthy diet and lifestyle"", ""Follow up appointments religiously"", ""Don't adjust dose without provider approval"", ""Be patient with timeline for effects""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recw9Sj4b0TIVMJce,2025-09-04T17:45:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Estrogen Therapy Effects,RO178-Effects,recwcsI2invBvwTXV,"[""Reduced hot flashes/night sweats"", ""Improved mood/reduced anxiety"", ""Better sleep quality"", ""Reduced vaginal dryness"", ""Improved bone density"", ""Better skin elasticity/appearance"", ""Enhanced cognitive function"", ""Improved energy levels"", ""Better cardiovascular health"", ""Reduced joint aches/pains"", ""Improved libido"", ""Better emotional stability"", ""Enhanced overall wellbeing"", ""Some side effects (bloating, breast tenderness)"", ""Lab values improving""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recATPinowXuKHBp6,2025-09-04T17:45:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Estrogen Therapy Strategies,RO178-Strategies,"reckPjJPTDGl7lfl7, recblPU7VTrSvlG65","[""Follow prescribed dosing schedule exactly"", ""Get regular lab monitoring as scheduled"", ""Track symptoms and improvements daily"", ""Coordinate closely with healthcare provider"", ""Monitor for side effects carefully"", ""Apply patches/gels consistently if applicable"", ""Take oral medications at same time daily"", ""Track menstrual changes if applicable"", ""Monitor mood and energy improvements"", ""Track hot flash frequency/intensity"", ""Follow up appointments religiously"", ""Don't adjust dose without provider approval"", ""Be patient with timeline for effects"", ""Maintain healthy lifestyle habits"", ""Report any concerning symptoms immediately""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec0uOEkiVNFRUBqm,2025-09-04T17:46:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Thyroid Therapy Effects,RO179-Effects,reclwnE7GF8Sc5GN5,"[""Increased energy levels"", ""Improved metabolism/weight management"", ""Better temperature regulation"", ""Enhanced cognitive function/mental clarity"", ""Improved mood/reduced depression"", ""Better sleep quality"", ""Increased exercise tolerance"", ""Improved hair/skin/nail health"", ""Better digestive function"", ""Reduced brain fog"", ""Enhanced motivation/drive"", ""Improved heart rate regulation"", ""Better overall vitality"", ""Some side effects during adjustment period"", ""Lab values improving""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec0tKqqc16efWrHb,2025-09-04T17:46:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Thyroid Therapy Strategies,RO179-Strategies,"recGwnwaHKmqxIo9j, recuEV0Aa1FeZuFIF","[""Take medication at consistent time daily"", ""Take on empty stomach as directed"", ""Wait appropriate time before eating/other meds"", ""Get regular lab monitoring as scheduled"", ""Track symptoms and energy levels daily"", ""Coordinate closely with healthcare provider"", ""Monitor for side effects of over/under treatment"", ""Don't skip doses"", ""Store medication properly"", ""Track temperature and heart rate"", ""Monitor weight and metabolism changes"", ""Follow up appointments religiously"", ""Don't adjust dose without provider approval"", ""Be patient with timeline for optimization"", ""Track mood and cognitive improvements""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec4Hi71cU9ppLHWI,2025-09-04T17:46:38.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Growth Hormone Effects,RO180-Effects,recLohKelto3srY58,"[""Increased muscle mass/strength"", ""Reduced body fat"", ""Improved skin elasticity/thickness"", ""Enhanced energy levels"", ""Better exercise performance/recovery"", ""Improved bone density"", ""Enhanced cognitive function"", ""Better sleep quality"", ""Improved wound healing"", ""Enhanced overall vitality"", ""Better mood/wellbeing"", ""Improved metabolism"", ""Enhanced immune function"", ""Some side effects (joint pain, fluid retention)"", ""Lab values improving""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rechYJd4a8sIhFPrJ,2025-09-04T17:46:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Growth Hormone Strategies,RO180-Strategies,"recKRcyYF4bTugn49, recKb9HnSEwOliCLt","[""Follow injection schedule exactly as prescribed"", ""Rotate injection sites properly"", ""Store medication at proper temperature"", ""Get regular lab monitoring as scheduled"", ""Track symptoms and improvements daily"", ""Coordinate closely with healthcare provider"", ""Monitor for side effects carefully"", ""Use proper injection technique"", ""Time injections consistently"", ""Track body composition changes"", ""Monitor exercise performance improvements"", ""Follow dietary recommendations"", ""Don't adjust dose without provider approval"", ""Be patient with timeline for effects"", ""Combine with resistance training for best results""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recz8nVkorJzhv2hE,2025-09-04T17:47:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Peptide Therapy Effects,RO181-Effects,recH6j1dqfcGk9rFp,"[""Improved muscle recovery/repair"", ""Enhanced fat loss/body composition"", ""Better skin health/appearance"", ""Improved sleep quality"", ""Enhanced cognitive function"", ""Better wound healing"", ""Increased energy levels"", ""Improved immune function"", ""Enhanced exercise performance"", ""Better mood/mental clarity"", ""Improved joint health"", ""Enhanced longevity markers"", ""Better stress resilience"", ""Some side effects at injection site"", ""Mixed results - still optimizing protocol""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec02wBIz6VOiZDfP,2025-09-04T17:47:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-04T18:35:26.000Z,,,Peptide Therapy Strategies,RO181-Strategies,"recLeVERZsySvouyZ, rec3P6TFSDHITPmLY","[""Follow peptide-specific protocols exactly"", ""Use proper injection technique and sites"", ""Store peptides at proper temperature"", ""Rotate injection sites to prevent irritation"", ""Time injections according to protocol"", ""Track symptoms and improvements daily"", ""Coordinate with knowledgeable provider"", ""Monitor for side effects"", ""Research peptide interactions"", ""Follow reconstitution instructions precisely"", ""Use sterile technique for injections"", ""Track timing with meals/sleep as needed"", ""Don't mix incompatible peptides"", ""Be patient with timeline for effects"", ""Keep detailed treatment log""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recLsFfvIRJl4PKj7,2025-09-04T19:35:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:56:11.000Z,5,1,Stress Level Scale,RO-STRESS-SCALE,"recl3Mc9gaaBBTQAr, rec03Dag2ANIE68sT, recrRABmu75kdYUCD, recsLUrpmAH31Q923","[""1: No stress"", ""2: Mild stress"", ""3: Moderate stress"", ""4: High stress"", ""5: Extreme stress""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
rec2PdF56oHhHZX8J,2025-09-04T19:35:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,12,0,Evening Sleep Behaviors,RO-SLEEP-BEHAVIORS,rectkd4Plmb4zWbBR,"[""Screen time within 2 hours of bedtime"", ""Caffeine after 2 PM"", ""Alcohol within 3 hours of bedtime"", ""Large meal within 3 hours of bedtime"", ""Intense exercise within 4 hours of bedtime"", ""Room too warm or too cold"", ""Noisy environment"", ""Bright lights in bedroom"", ""Uncomfortable bedding"", ""Worrying or racing thoughts"", ""Working right before bed"", ""None of these""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rec2hP3b6TeN2rrWY,2025-09-04T19:44:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,5,1,Quality Scale,RO-QUALITY-SCALE,"recpJiDjNxSD12jl2, rec2kXv4ef4tR8cWU, recc6zBlKdW3YGoeU, recom5qNOXyGHFJ62, recvRAqO01N9HsFDo","[""1: Very poor"", ""2: Poor"", ""3: Fair"", ""4: Good"", ""5: Excellent""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
recunOtiT8XyUM2OA,2025-09-04T19:53:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:18:05.000Z,24,0,Time Entry,RT-TIME-ENTRY,"recwk4OCJZAXuzHeA, rec4NmLphg0sp2fN7, recAzHKNjmfPphPCL",HH:MM format (24-hour),recSdnzUgF7axRMib,"{""format"": ""time""}"
rec8p2Mu8hi9ITxSz,2025-09-04T20:04:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:56:11.000Z,5,1,Energy Level Scale,RO-ENERGY-SCALE,"recV7fa5ma8gmvW7n, recb8VKJcs3v8nGNC, recSAyQuVlJf72iWu, recayvpeGJd9RuT6x","[""1: Exhausted"", ""2: Low energy"", ""3: Moderate energy"", ""4: Energized"", ""5: Very energized""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
recxo47wtyooJEX3W,2025-09-04T20:05:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,5,1,Difficulty Scale,RO-DIFFICULTY-SCALE,recCVwrxYyvI5jHGN,"[""1: Very easy"", ""2: Easy"", ""3: Moderate"", ""4: Difficult"", ""5: Very difficult""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
recJ9pCgDlfJt37e9,2025-09-04T20:05:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,20,0,Number Count,RO-NUMBER-COUNT,"recklasFAoGMVICud, recY6ThNlGMil3D7k",Numeric entry (0-20),recaQwFb2kGzWeS0I,"{""format"": ""number""}"
recvDRFnEKZ4GJ6ai,2025-09-04T20:23:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,5,1,Mental Clarity Scale,RO-CLARITY-SCALE,recM34PKSRrsDxHpO,"[""1: Very foggy"", ""2: Somewhat unclear"", ""3: Average clarity"", ""4: Clear"", ""5: Very sharp""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
recSExrbfPb4PbemB,2025-09-04T20:24:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:56:11.000Z,5,1,Confidence Scale,RO-CONFIDENCE-SCALE,"reczl0ymE6lfvyX81, rec0kSAsThQgqQ9pZ, recTrLmSFgBQ9DbgP, rec2Fw9eLFkQCdS1p","[""1: Not confident"", ""2: Slightly confident"", ""3: Moderately confident"", ""4: Confident"", ""5: Very confident""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
recj029GjrYYmSvbE,2025-09-04T20:24:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,11,1,Cognitive Symptoms,RO-COGNITIVE-SYMPTOMS,rec1JKq0prUCwXeMq,"[""Brain fog or mental cloudiness"", ""Memory lapses (forgetting names, tasks, etc.)"", ""Word-finding difficulties"", ""Difficulty concentrating on tasks"", ""Mental fatigue or exhaustion"", ""Processing information slowly"", ""Confusion or disorientation"", ""Trouble following conversations"", ""Difficulty making decisions"", ""Feeling mentally overwhelmed"", ""None of these symptoms""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recicJSG7PyYIeeY9,2025-09-04T20:24:12.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:56:11.000Z,14,1,Stress Triggers,RO-STRESS-TRIGGERS,"rec8bhR7q4Ysd30qG, rec2z3fx6T4Vo2DEK","[""Work deadlines"", ""Interpersonal conflict"", ""Financial concerns"", ""Health worries"", ""Time pressure"", ""Technology issues"", ""Traffic/commute"", ""Family responsibilities"", ""Social situations"", ""Decision making"", ""Physical discomfort"", ""Weather/environment"", ""News/media"", ""Other""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recOMbP28lLSeK0nI,2025-09-04T20:24:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:56:11.000Z,13,1,Coping Strategies Used,RO-COPING-STRATEGIES,"recL8POpuq36uAnCh, receptY7wmYOQQgAi, recimcPpmKV6pLnge","[""Deep breathing"", ""Physical movement"", ""Talking to someone"", ""Mindfulness/meditation"", ""Listen to music"", ""Take a break"", ""Problem solving"", ""Journaling"", ""Nature/outdoors"", ""Humor/laughter"", ""Prayer/spirituality"", ""Creative activity"", ""No strategy used""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
reco6cObP9ZmOIfFV,2025-09-04T20:24:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,13,1,Physical Stress Symptoms,RO-PHYSICAL-STRESS,recHyTICnH1gnicsU,"[""Tension headache"", ""Muscle tension (neck, shoulders)"", ""Stomach upset or nausea"", ""Rapid heartbeat"", ""Shallow breathing"", ""Sweating"", ""Fatigue or exhaustion"", ""Jaw clenching"", ""Restlessness or fidgeting"", ""Chest tightness"", ""Back pain"", ""Sleep disturbances"", ""None of these""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
recd9C8MU8nss1pyv,2025-09-04T20:24:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:01:34.000Z,13,1,Meaningful Connection Types,RO-CONNECTION-TYPES,recewkllbmoEqKf3w,"[""Deep conversation with friend/family"", ""Quality time with loved ones"", ""Community involvement/volunteering"", ""Meaningful work collaboration"", ""Spiritual/religious connection"", ""Helping someone in need"", ""Shared activities or hobbies"", ""Professional networking"", ""Online community participation"", ""Romantic intimacy"", ""Mentoring or being mentored"", ""Group activities or events"", ""None of these""]",recwKcnMBUHT535rJ,"{""analysis_only"": true, ""multiple_select"": true}"
rect5CF7jaXqwqxFk,2025-09-04T20:24:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:56:11.000Z,5,1,Intensity Scale,RO-INTENSITY-SCALE,"recsb2GBHSXWJfLsV, rectLto6hoS2PceJH","[""1: None"", ""2: Mild"", ""3: Moderate"", ""4: Intense"", ""5: Severe""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
recYwrmE0GfcLCdLO,2025-09-04T22:10:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-06T00:56:11.000Z,5,1,Sleep Readiness Scale,RO-READINESS-LEVEL,"reckCMzKfbtgsqIhX, recPgdRyKdwIuv3h7","[""1: Not ready at all"", ""2: Somewhat ready"", ""3: Moderately ready"", ""4: Mostly ready"", ""5: Completely ready""]",recm1sVsfEm9YuCyL,"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5}"
