record_id,Pillar_raw,checkin_id,checkin_questions,checkin_type,created,created_by,description,frequency,last_modified_by,last_modified_time,pillars,recommendations_scorched_earth,recommendations_targeted,response_Types,response_options,title,tracked_metrics,trigger_conditions
recTSvp3lVnOelUzO,,CK030-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track how many meals were primarily or entirely plant-based today. These meals focus on vegetables, fruits, grains, legumes, nuts, and seeds while excluding or minimizing animal products.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Healthful Nutrition,Healthful Nutrition,Healthful Nutrition",,"recUk7Y0cYFgRAOg5, recWJPLkPnQbaX9eI, recGQyztbSj4MyEaU",RT001,recKFvqs6chl75esq,Count Your Plant-Based Meals,recRaC1lSL33KQ2u8,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recnUNg6as78pFFeb,,CK031-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track how many minutes you spent in Zone 2 cardio today. This is moderate-intensity activity where you can still have a conversation but feel your heart rate elevated. Think brisk walking, easy cycling, or light jogging.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recyCjSxWdLGZfHwI, recqj8q9IIWoThFkG, recx4JdeaTZgIVoZ3",RT001,recKFvqs6chl75esq,Log Your Zone 2 Cardio Minutes,recV6TvniDSNrmCPt,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recyzJYy8chSW5bFx,,CK032-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record how many Zone 2 cardio sessions you completed today. Whether it's one long session or multiple shorter ones, each session helps build your aerobic base and metabolic health.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recMPyaQMbpvDB4Fg, recmj7oZJyT7b1Zct, rec8Pb6zZXqqJdl8w",RT001,recKFvqs6chl75esq,Count Your Zone 2 Cardio Sessions,recl2iT9ZsTmqtIV6,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recLhZ0aZd0JVoTen,,CK033-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record your total step count for today. Steps are one of the simplest measures of daily activity. Whether from walking, hiking, or just moving around, every step contributes to your cardiovascular health and fitness.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recZwg1aLhDGK0Ugs, recIjaRnoGtCO8uXx, rec3OiCYCwdkEUVOC",RT001,recKFvqs6chl75esq,Count Your Steps Today,recNlALYqbdTE9AfY,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recyaJ3gK4c9Mqcgt,,CK034-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track how many strength training sessions you completed today. This includes weightlifting, bodyweight exercises, resistance bands, or any activity focused on building muscle strength and endurance.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recHS5DnujbLJGA0X, recUcK9hjmH56wFZf, rec8lDzP6nNsCQFUK",RT001,recKFvqs6chl75esq,How Many Strength Training Sessions,reclY9BPepnZQSiDm,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recZXZJndnqrf4Gan,,CK035-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record how many minutes you spent on strength training today. Whether it's a full gym session or quick bodyweight exercises at home, tracking time helps you stay consistent with muscle-building activities.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recIHhi5vLgm1yazl, recWoGmJUWm4wpggn, recuzoqjqJctR7ahw",RT001,recKFvqs6chl75esq,Log Your Strength Training Minutes,rec1MrcLLaRhmGBR2,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recrdJ5okawTqyvJA,,CK036-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Track how many High-Intensity Interval Training sessions you did today. HIIT involves short bursts of intense activity followed by rest periods. Even 10-15 minutes can provide significant fitness benefits.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"rec6T5WTFPHuxI0HV, rec6akLmENMwA5UR0, recdyxjcVFX1IiJmB",RT001,recKFvqs6chl75esq,Count Your HIIT Sessions Today,recx84UE6rhr6jUuq,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recAXoewKRpFKm2Mx,,CK037-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record the total minutes you spent doing High-Intensity Interval Training today. HIIT sessions are typically shorter but very effective for fitness and metabolism. Even 15-20 minutes counts as a great workout.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recgd6FoSRpsXFwGa, rec365bl5v5RJHmG9, recu6msvuyAWfCw4s",RT001,recKFvqs6chl75esq,Log Your HIIT Duration Today,rec6ECEJg5nhl0x6y,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recDXaZho3FDJlyqY,,CK038-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record total minutes of light-to-moderate physical activity throughout your day, excluding sedentary periods. This includes walking, cleaning, gardening, or any movement that gets you out of a chair.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recjNCLgwgIRL0pQO, recsPMg2btkV2VLui, reclKFX6DhQ24ftN0",RT001,recKFvqs6chl75esq,Track Your Active Minutes Today,rechN97Dq5ALu3FI9,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recEQk08ubhGc8ncQ,,CK039-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track the total hours you spent in low-movement or seated activity today. This includes desk work, watching TV, or driving. Being aware helps you find opportunities to add more movement.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recMk6fKGjMET080O, recL0tr8zHEGjTEAV, reczXBfMO20DdNbq9",RT001,recKFvqs6chl75esq,How Much Time Were You Sedentary,reclDVu1Iv6feixC3,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recLQiGQaVOgIZZmk,,CK040-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track how many sessions included mobility or flexibility work today. This includes stretching, yoga, foam rolling, or any activity focused on improving range of motion and movement quality.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"rec2C4Hndkvoy1Dxn, recbqfJA6wK4HdMiE, rec0os47BTvYNpKEy",RT001,recKFvqs6chl75esq,Count Your Mobility Sessions Today,rec5CjdtdR3SqBAcU,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recKqlOmuxQNq3tyF,,CK041-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track how many minutes you spent on mobility or flexibility work today. This includes stretching, yoga, foam rolling, or movement focused on improving your range of motion and preventing stiffness.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"rec8kQTL0hFtYshjO, recydnhcoytUM656x, receNMlaVPPdpM8lF",RT001,recKFvqs6chl75esq,Log Your Mobility Session Minutes,rec5WLPHYGoaKUCjp,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recFJ0x2GHfXWhHIk,,CK042-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record your maximum handgrip strength in kilograms or pounds using a dynamometer or similar tool. Grip strength is a simple but powerful indicator of overall muscle strength and health.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Test Your Grip Strength Today,recZKlcHhj7CDPJSf,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recsRGgKEQ1EfkZM9,,CK043-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Log your estimated VO2 Max measurement today. This key indicator of cardiovascular fitness shows your body's ability to use oxygen during exercise. Many fitness trackers provide this estimate.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Check Your VO2 Max Reading,recFl99d8n4l00XcA,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recfMlFPp380uNalr,,CK044-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record how many minutes of light movement you did within 30-60 minutes after eating today. A short walk after meals helps with digestion and blood sugar control.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recWPZo0CuM633ER7, recHIhiQzo9qxQ0aE, rec0g3pUi8ZOiLy9e",RT001,recKFvqs6chl75esq,Track Your Post-Meal Activity,rectwdl12NyOIQZxD,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recub2Lmwjp4jLbh3,,CK045-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Track how many times you did light activity after eating today. Each post-meal walk or movement session helps your body process food better and supports healthy blood sugar levels.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recr1bYkprxDHpqqF, recTDnbMFdEillGGN, recW9EWJrKnyhWcOg, recTQU7jk4viGfM5L, reciAaUoOHZJUbefJ",RT001,recKFvqs6chl75esq,Count Your Post-Meal Activity Sessions,recOqQiV6ZtMeXXjM,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recZSGGQ1nI5MMumk,,CK046-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record how many brief exercise snacks you did today. These are 1-10 minute bursts of intentional movement throughout your day - think stairs, desk pushups, or quick walks.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Movement + Exercise,Movement + Exercise,Movement + Exercise",,"recg3Re7epEA4woTr, recTQU7jk4viGfM5L, reciAaUoOHZJUbefJ",RT001,recKFvqs6chl75esq,Count Your Exercise Snacks Today,recIP9lf7bOv9VcpU,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recaDBYvaaYNIbSkX,,CK047-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Log how many hours you slept last night. Quality sleep is foundational for physical recovery, mental clarity, immune function, and overall health. Most adults need 7-9 hours nightly.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep,Restorative Sleep,Restorative Sleep,Restorative Sleep,Restorative Sleep,Restorative Sleep",,"recbbFVlKZwQNf0EX, recXuOWpl8orK06ul, recrAMEvn6TQqpIMf, rec4AEbFQJsIeCNOD, rec0j9ruDrnh2P6gG, recKLti4nzfTo8acc",RT001,recKFvqs6chl75esq,Track Your Sleep Duration,recY75tn39AEXKwbl,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recC94COPTaYgO9Gx,,CK048-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Rate how consistent your sleep timing was compared to your usual bedtime. Regular sleep schedules help regulate your body's internal clock and improve sleep quality.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep,Restorative Sleep,Restorative Sleep,Restorative Sleep",,"recrAMEvn6TQqpIMf, rece9QUzAfvHZSMxU, recnCaXsF7KhzduFk, recq2gsA68cq1kCeB",RT001,recKFvqs6chl75esq,How Consistent Was Your Bedtime,recFreByeShGraal0,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recFxp7wcZax2Q9Mx,,CK049-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Rate how consistent your wake time was compared to your usual schedule. Regular wake times help maintain your circadian rhythm and improve overall sleep quality, even on weekends.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep,Restorative Sleep,Restorative Sleep,Restorative Sleep",,"recrAMEvn6TQqpIMf, recqGyakXN5etEtZk, recuLDdQ8KbpeyEPc, reckWMg3144Ab2593",RT001,recKFvqs6chl75esq,How Consistent Was Your Wake Time,rec0nsL37Ihw1mkM0,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
rectuUhaE0PFABumL,,CK050-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track whether you followed your sleep-supportive routine tonight. This includes your wind-down habits, timing, and any practices that help prepare your body and mind for quality rest.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Did You Follow Your Sleep Routine,recOAhYP3SRyhogfN,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recjp8Ay89URfxXIt,,CK051-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Track how many minutes you spent outside in natural light within the first 1-2 hours of waking. Morning light exposure helps regulate your circadian rhythm and supports better sleep tonight.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep,Restorative Sleep,Restorative Sleep",,"rechiD1yw3GS6kYFm, recBygbsMsJ1OkpdA, rec0YKdAFfBNGKbyu",RT001,recKFvqs6chl75esq,Get Morning Natural Light Today,rec2cSrZAbKzTrbAJ,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recnIyHFOYdBWlHO6,,CK052-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record the time of your last large or heavy meal today. Eating big meals close to bedtime can interfere with sleep quality and digestion. Aim to finish large meals 3+ hours before bed.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep, Healthful Nutrition,Restorative Sleep, Healthful Nutrition,Restorative Sleep, Healthful Nutrition",,"recjyJ3KMCwCS3IQM, recmvq3CmxWl89zlQ, recXY3q9q7wAfwlZJ",RT001,recKFvqs6chl75esq,When Did You Have Your Last Large Meal,recATC4ssc5CoJarW,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recTnEh3iUAYiEe14,,CK053-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record the time of your final meal or snack today. Even light eating within 2 hours of bedtime can impact sleep quality. Your body sleeps better when it's not actively digesting food.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep, Healthful Nutrition,Restorative Sleep, Healthful Nutrition,Restorative Sleep, Healthful Nutrition",,"recla4wfM9zK0cR4j, rec99M50zfGNf4bjs, recduf6TsTzeCYv1V",RT001,recKFvqs6chl75esq,When Was Your Last Meal Tonight,recsM47DgXMaSFxrK,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recC6URNCqKQ5cXpg,,CK054-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record when you had your last alcoholic beverage today. Alcohol within 3-4 hours of bedtime can disrupt sleep quality even if it initially makes you feel drowsy.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep, Core Care,Restorative Sleep, Core Care,Restorative Sleep, Core Care",,"recT4f3tvSbqWAgBw, reclTbJmA8iYIbUMn, reccJvdb4qs4gLNRe",RT001,recKFvqs6chl75esq,When Was Your Last Alcoholic Drink,recn2NJclI5AuwTnP,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recS2ksfR1nrENr0V,,CK055-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record when you stopped using phones, tablets, computers, or TV tonight. The blue light from screens can interfere with your body's natural sleep preparation, so earlier is better.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Restorative Sleep,Restorative Sleep,Restorative Sleep",,"recLblhnXjPvPGMmj, recJkNzpUTB17O5t8, recocYYB6fhtj8Gbh",RT001,recKFvqs6chl75esq,When Did You Stop Using Devices,rec4pZKchlwcEivTq,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recOWhxpklTDtxDoq,,CK056-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Record your resting heart rate in beats per minute, typically measured when you wake up or during periods of complete rest. This metric reflects your cardiovascular fitness and recovery.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Check Your Resting Heart Rate,recjgSgnrdLSBJBZe,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recu9OQeWmoUDhZho,,CK057-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",Record your Heart Rate Variability measurement in milliseconds. HRV reflects your autonomic nervous system balance and recovery status. Many fitness trackers and apps provide this metric.,Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,,,,RT001,recKFvqs6chl75esq,Check Your HRV Reading Today,recBp4p7hx3cGOZFS,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
recXHlZEw7tLWMQZ2,,CK058-TM,receOW3ruPDJdEhjj,recBNichFpix9gw86,2025-09-02T13:35:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}","Track whether you completed any intentional breathwork, meditation, or mindfulness sessions today. Even 5-10 minutes of focused breathing can help manage stress and improve mental clarity.",Daily,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-18T17:36:16.000Z,"Stress Management,Stress Management,Stress Management",,"recquoAmPN2DQWqMN, recUYLxwLgg8kOPH4, recmCppTkAH69YD9T",RT001,recKFvqs6chl75esq,Did You Do Breathwork or Mindfulness,recWB10Y3P4QgrkAQ,"recm1jq2UqVHfegWv, recRaSDTuNo2S2b01, rec0ZucJ0mQiHRkKP"
