record_id,age_high,age_low,category,created,created_by,cycle_stage,directionality,format,frontend_display_specific,gender,id,label,last_modified,last_modified_by,marker_name,menopausal_status,name_backend,operator,range_high_backend,range_high_frontend,range_low,range_low_frontend,range_name,range_name_backend,range_score,unique_condition,units,units_vfinal
rect7aNNg7p1zzvLg,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 18.0  -  20.0 ,All,high_morning_cortisol_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,19.99, 20.0 ,18, 18.0 ,High Morning Cortisol,high_morning_cortisol,linear:3.5-0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recOUEasSmkfQSR2Q,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal,> 20.0 ,All,extremely_high_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,>,60,,20, 20.0 ,Extremely High,extremely_high,0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
reciww4RoSvgc0a6i,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal,< 1.0 ,All,extremely_low_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<,0.99, 1.0 ,0,,Extremely Low,extremely_low,0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recRUoZyOSfo72tFQ,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 1.0  - 1.9,All,low_afternoon_cortisol_cortisol,"Stress, Sleep, Connection",2025-09-24T21:45:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,1.99,1.9,1, 1.0 ,Low Afternoon Cortisol,low_afternoon_cortisol,linear:0-3.5,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recmcIItx5PWiyuGP,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 2.0  - 2.9,All,in-range_(low)_cortisol,"Stress, Sleep, Connection",2025-09-24T21:45:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,2.99,2.9,2, 2.0 ,In-Range (Low),in-range_(low),linear:3.5-7,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recpmxGbx6DlbOi6B,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 3.0  - 9.9,All,optimal_cortisol,"Stress, Sleep, Connection",2025-09-24T21:45:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,9.99,9.9,3, 3.0 ,Optimal,optimal,10,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
rec0KZLrK6DhejITu,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 10.0  -  15.0 ,All,elevated_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,14.99, 15.0 ,10, 10.0 ,Elevated,elevated,linear:7-0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
rec8tLLrreoPnYqce,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal,> 15.0 ,All,extremely_high_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,>,45,,15, 15.0 ,Extremely High,extremely_high,0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recNBc3WBOulH7AvM,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal,< 5.0 ,All,optimal_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<,4.99, 5.0 ,0,,Optimal,optimal,10,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recs7uZHk7P8UFcxV,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 5.0  - 7.9,All,mildly_elevated_cortisol,"Stress, Sleep, Connection",2025-09-24T21:45:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,7.99,7.9,5, 5.0 ,Mildly Elevated,mildly_elevated,linear:7-3.5,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recSP394E6pyk1r3S,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal, 8.0  - 12.0,All,high_nighttime_cortisol_cortisol,"Stress, Sleep, Connection",2025-09-24T21:46:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,11.99,12.0,8, 8.0 ,High Nighttime Cortisol,high_nighttime_cortisol,linear:3.5-0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
recVSnlFINUM2LXTj,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,lower_better,1 decimal,> 12.0 ,All,excessively_high_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,>,36,,12, 12.0 ,Excessively High,excessively_high,0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recnKf7GFfC4f8bD7
reckBvdu4gmB40Am7,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal,< 10.0 ,All,critically_low_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<,9.99, 10.0 ,0,,Critically Low,critically_low,0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recrXJVKm0Ee9zV8C
recQq2mb3DN5U1F0l,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 10.0  - 19.9,All,low_cortisol_output_cortisol,"Stress, Sleep, Connection",2025-09-24T21:46:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,19.99,19.9,10, 10.0 ,Low Cortisol Output,low_cortisol_output,linear:0-3.5,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recrXJVKm0Ee9zV8C
recXYSINLz1JCjhdg,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 20.0  - 89.9,All,optimal_cortisol,"Stress, Sleep, Connection",2025-09-24T21:46:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,89.99,89.9,20, 20.0 ,Optimal,optimal,10,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recrXJVKm0Ee9zV8C
recJeu5l4nHRhrxNC,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 90.0  - 119.9,All,mild_elevation_cortisol,"Stress, Sleep, Connection",2025-09-24T21:46:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,119.99,119.9,90, 90.0 ,Mild Elevation,mild_elevation,linear:7-5.25,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recrXJVKm0Ee9zV8C
recrGsZYMo7hfLm7l,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 120.0  - 149.9,All,moderate_elevation_cortisol,"Stress, Sleep, Connection",2025-09-24T21:46:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,149.99,149.9,120, 120.0 ,Moderate Elevation,moderate_elevation,linear:5.25-2.625,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recrXJVKm0Ee9zV8C
recKx8CGl1x07eobc,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal, 150.0  - 199.9,All,high_cortisol,"Stress, Sleep, Connection",2025-09-24T21:46:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,<>,199.99,199.9,150, 150.0 ,High,high,linear:2.625-0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recrXJVKm0Ee9zV8C
reckSWsRA4UwaRY2h,150,0,"recabIclHbDf5dKZt, recuhffPddJmoutdd",2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,1 decimal,> 200.0 ,All,excessively_high_cortisol,"Stress, Sleep, Connection",2025-09-24T21:30:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recwtXkPSEQgyddmt,,cortisol,>,600,,200, 200.0 ,Excessively High,excessively_high,0,,"recrkb0dBVGZw4R9A, rec4zt5xNOEXmzW4e",recrXJVKm0Ee9zV8C
recRjXafQisQiZVh6,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,<30,Female,low_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<,29.99,30,0,,Low,low,0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recS4gAYVzdsuO8fK,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,30 - 49,Female,suboptimal_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,49.99,49,30,30,Suboptimal,suboptimal,linear:0-7,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
rec2cjI2IyLQG3JUi,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,50 - 99,Female,optimal_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,99.99,99,50,50,Optimal,optimal,10,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recm4k5uudAxfmSqN,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,100 - 150,Female,elevated_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,149.99,150,100,100,Elevated,elevated,linear:7-0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recNQgKQiqWbqaupJ,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,>150,Female,excessive_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,>,450,,150,150,Excessive,excessive,0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recMKPPhWhOwQZWXA,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,<100,Female,low_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<,99.99,100,0,,Low,low,0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
rech0GG2D9CUFUi2S,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,100 - 199,Female,suboptimal_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,199.99,199,100,100,Suboptimal,suboptimal,linear:0-7,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recHuUJrza0aAdcIO,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,200 - 399,Female,optimal_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,399.99,399,200,200,Optimal,optimal,10,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recMZNl8UGZf8EesC,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,400 - 500,Female,elevated_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,499.99,500,400,400,Elevated,elevated,linear:7-0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recSXqa4zDCwnyPw3,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,>500,Female,excessive_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,>,1500,,500,500,Excessive,excessive,0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
rec5kIIAyNlj3b9ik,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,<60,Female,low_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<,59.99,60,0,,Low,low,0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recz91caP1PJGhhqM,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,60 - 99,Female,suboptimal_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,99.99,99,60,60,Suboptimal,suboptimal,linear:0-7,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recbe8toYsgvabbqk,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,100 - 249,Female,optimal_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,249.99,249,100,100,Optimal,optimal,10,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recVJKbtKzYpvl4To,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,250 - 300,Female,elevated_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<>,299.99,300,250,250,Elevated,elevated,linear:7-0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recsoaXoGIq9eSpz1,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,>300,Female,excessive_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,>,900,,300,300,Excessive,excessive,0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
rec9kEpjLY5s9yqFc,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,<5,Female,critically_low_estradiol_premenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Premenopausal,estradiol,<,4.99,5,0,,Critically Low,critically_low,0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recWodNWgl0RsCKuL,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,5 - 9,Female,low_estradiol_postmenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Postmenopausal,estradiol,<>,9.99,9,5,5,Low,low,linear:0-3.5,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
reclDeuYjVqfZsjdV,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,10 - 19,Female,suboptimal_estradiol_postmenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Postmenopausal,estradiol,<>,19.99,19,10,10,Suboptimal,suboptimal,linear:3.5-7,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recY10yRAONdAP36g,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,20 - 39,Female,optimal_estradiol_postmenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Postmenopausal,estradiol,<>,39.99,39,20,20,Optimal,optimal,10,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
recVLnu0UW77NpJoB,150,0,recuhffPddJmoutdd,2025-06-04T01:02:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,optimal_range,Integer,40 - 60,Female,elevated_estradiol_postmenopausal_female,"Stress, Nutrition",2025-09-24T21:22:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",recUzK4L9enpnuWG8,Postmenopausal,estradiol,<>,59.99,60,40,40,Elevated,elevated,linear:7-0,,recCkKIc3io6oFgkp,recPgcWRBbonYp3v3
