record_id,baseline_consistency,binary_threshold,calculated_metrics_map,categorical_filter_threshold,completion_based,composite_weighted,constrained_weekly_allowance,created,created_by,data_entry_type,description,healthkit_data_type,healthkit_equivalent,identifier,intake_metrics_map,last_modified_by,last_modified_time,minimum_frequency,name,proportional,proportional_frequency_hybrid,sleep_composite,sleep_composite_metric_2,source_options,time_fields_entry,ui_display_from_units,units,validation_schema,weekend_variance,weekly_elimination
recvjrSGy17uAf4ol,,,recaqjZszr1rYZwLp,,,,,2025-09-12T15:38:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Teeth brushing session completed,category,HKCategoryTypeIdentifierToothbrushingEvent,brushing_session,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Brushing Session,"recN5Gzd9gpBYO1tF, recAGy71e9KmHoKLA, reclGLglxGQ1Yp5Nv",,,,,recQUkAvCWmbG4NmB,Sessions,recyl9Pa45s71Mrs8,"{""values"": [""completed"", ""skipped""]}",,
recFhW0g2inNLpoOp,,,recwulTnKjWrQ77yc,,,,,2025-09-12T15:38:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Dental flossing session completed,category,,flossing_session,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,"recOe4Jm1hSuLHXLd, recon0B7jBrzBfxUN",Flossing Session,recooirbE5Qc4aFfp,,,,,recQUkAvCWmbG4NmB,Sessions,recyl9Pa45s71Mrs8,"{""values"": [""completed"", ""skipped""]}",,
reccv2WcQ83SbPXVg,,,recpmgUccsnHhCXlB,,,,,2025-09-12T15:38:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Skincare routine session,wellpath,,skincare_routine,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,"recrdDVMc5Nf1YGrB, recYxKkcHqFvQ2RJZ",Skincare Routine,recvXFDspy7AcJ4Y5,,,,,recQUkAvCWmbG4NmB,Sessions,recyl9Pa45s71Mrs8,"{""range"": {""min"": 2, ""max"": 30}}",,
rechrdEDVSLtd0IFz,,,"recoeTFC1BAxwhShl, recN3rFbUQqQ1yed7, recyxb2PbonwFK8ed",,,,,2025-09-12T15:38:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Sunscreen application event,category,,sunscreen_application,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Sunscreen Application,"recuOhX1tyg3WNpAS, recgpwzr2vXhykM3Z, recbPEYWxEP9XB4Xy",,,,,recQUkAvCWmbG4NmB,Sessions,recyl9Pa45s71Mrs8,"{""values"": [""applied"", ""skipped""]}",,
recUTSKv6IP9fqdfC,,rec3oozt8Y84uLVSW,recIZ9IzAUXgEJxuH,,,,,2025-09-12T15:38:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Cigarette smoked,wellpath,,cigarette,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,recYXZHH0xYgBTY79,Cigarette,recKCo2ELOxXIP1wC,,,,,recQUkAvCWmbG4NmB,Cigarettes,reckO2BTrvThzTRv1,"{""range"": {""min"": 1, ""max"": 50}}",,
recFNgtZ66J1B5TrE,,,recWZStZb2YS7HQmP,,,,,2025-09-25T13:56:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Cigarettes smoked per day at baseline (start of cycle),wellpath,,daily_cigarettes_baseline,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:53:59.000Z,,Baseline Cigarettes,,,,,,recQUkAvCWmbG4NmB,Cigarettes,reckO2BTrvThzTRv1,"{""range"": {""min"": 1, ""max"": 50}}",,
rec4smaQXx1XCrH1O,,"recnsCUsDzXOLJzUC, rec7zsHm2okJ9wssi","rec5HCi82toNvbTLR, rec7xh74qIPjW6yPG",,,,rec21RDqHAtuFfFhz,2025-09-12T15:35:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Alcoholic beverage consumed,wellpath,,alcoholic_drink,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,"recK9TwkkwAfV2U2V, recGrTXZyblf4izHZ, recQeP4vbmigXYEom",Alcoholic Drink,,,,,,recQUkAvCWmbG4NmB,Drinks,rec5jWyoBqRHumiGH,"{""range"": {""min"": 1, ""max"": 10}}",,rec623tTA6TxlSuSc
recpUlSiBErxZvAVW,,,recpgHeU0NxppfOcj,,,,,2025-09-25T13:56:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",quantity,Alcoholic beverages consumed per day at baseline (start of cycle),wellpath,,daily_acoholic_drinks_baseline,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:54:00.000Z,,Baseline Alcoholic Drinks,,,,,,recQUkAvCWmbG4NmB,Drinks,rec5jWyoBqRHumiGH,"{""range"": {""min"": 1, ""max"": 10}}",,
rec1fxwQJNVEfEJnR,,,"recuvtzdhhwMpyoWn, rec5l3sqi70yjgT6R",,,,,2025-09-12T15:14:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual meditation or mindfulness session start time,category,HKCategoryTypeIdentifierMindfulSession,meditation_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:04.000Z,,Meditation Session Start Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
reculNMMdHAFMmQuS,,,rec5l3sqi70yjgT6R,,,,,2025-09-26T00:43:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual meditation or mindfulness session end time,category,,meditation_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:25.000Z,,Meditation Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
rec1pouhm9gCCKy2q,,,"recYCKwTOArosks7B, recHJ6ldoyJpDAf8y",,,,,2025-09-12T15:22:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Stress management practice session start time,wellpath,,stress_management_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:04.000Z,,Stress Management Session Start Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recy6jfvK0EJHl3nk,,,recHJ6ldoyJpDAf8y,,,,,2025-09-26T00:43:12.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Stress management practice session end time,wellpath,,stress_management_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:23.000Z,,Stress Management Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
reccNjfbTVSlOHKyZ,,,recypqIJSutp0DSIP,,,,,2025-09-12T15:22:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rating,Perceived stress level on 1-5 scale,category,,stress_level_rating,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Stress Level Rating,,,,,,recQUkAvCWmbG4NmB,Scale (1-5),recNogof0xDKxGPOr,"{""values"": [1, 2, 3, 4, 5]}",,
recYyLk39mmLbOR0V,,,recFs2eVDA82L4C42,,,,,2025-09-12T15:22:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rating,Mood level on 1-5 scale,category,,mood_rating,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Mood Rating,,,,,,recQUkAvCWmbG4NmB,Scale (1-5),recNogof0xDKxGPOr,"{""values"": [1, 2, 3, 4, 5]}",,
recVK8n9lTWwUEXFW,,,recM2M3FOHj6kQF0c,,,,,2025-09-12T15:17:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual meaningful social interaction,wellpath,,social_interaction,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:54:02.000Z,,Social Interaction,"recfbP0hLJ90TfXTj, recY1faxq1NRQfCNf, rec409xOvsZYPLEgi, recSBkIJfGPQhDf91, recKw0Zx0vnmQ2O06, recTOnzXwq3WTvo5Q",,,,"recdyYK3RuiX8vhFc, recsXFJkAXxUaafRR, recBO5XpCOHyVAFuK, recwLMDF6qaGhZEpb, recIMJrg9zXphCBth, recinwLMzDg4sW1dv, recCoNABwuVwpTa1A, recyQMzU0r5wohPMx, recByIPpuEQudbQ3e, recsiMh8R9TMD85OV",recQUkAvCWmbG4NmB,Events,recbdwGbG9tS1zBjK,"{""range"": {""min"": 1, ""max"": 1}}",,
receeP0kOhiz4Qum7,,,rechmJ5K3Pct0tmY3,,,,,2025-09-12T15:22:49.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Gratitude practice session start time,wellpath,,gratitude_practice_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:10.000Z,"recilLzCx2pUzVRqE, recSg2n66AA8uKEZP",Gratitude Practice Session Start Time,recEnatpYkxM4Qc73,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
rec4MJVFJFgiRYAbv,,,,,,,,2025-09-26T00:43:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Gratitude practice session end time,wellpath,,gratitude_practice_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:10.000Z,,Gratitude Practice Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recXOGQuDgD01OrBD,,,"recC6WV4AYQA4MSqK, recE2TmAKpgZPmcXo",,,,,2025-09-12T15:22:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Time spent outdoors session start time,workout,,outdoor_time_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:10.000Z,,Outdoor Time Session Start Time,"recr3iITpK1nu3myv, recqg1Tf0SzGVvHjd, recb4OPYOGrVeDgpB, recifwcDcioU9rGNu, recNT53TktWEF9j4i, recufP08Ew54jrpIn",,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recX7R6HEnl4iT1wl,,,recE2TmAKpgZPmcXo,,,,,2025-09-26T00:43:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Time spent outdoors session end time,workout,,outdoor_time_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:20.000Z,,Outdoor Time Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recUOTXVAtvUptmG9,,"recLIwSb5CW7Bf04j, recAC2xRTOAiG2s7p, recekMBojJSGKflsw","rec9g8qJoUQezJ3GJ, rec2HqcoeoO7PVf9E, recQOKlFS6dtSxRt5",,,,,2025-09-12T15:22:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Digital device usage session start time,wellpath,,screen_time_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:10.000Z,"recIq253dysCznjsw, recrbelP1H2NF0mHr, recmMj52N2pBuyLba",Screen Time Session Start Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recr5K9HTgUzaBMJJ,,,recQOKlFS6dtSxRt5,,,,,2025-09-26T00:43:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Digital device usage session end time,wellpath,,screen_time_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:15.000Z,,Screen Time Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recX6EJNI7krSqycg,,,"recAqhxDRYMvWQYRo, recH8rJ5V8ckrnZrN",,,,,2025-09-12T15:22:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Cognitive training activity session start time,workout,,brain_training_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:10.000Z,"reca2HFu4iCmrB7TP, recBkVyvcwsThKiwI, recaVKXVzZvoNnoPd",Brain Training Session Start Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recYFiZ6ynGrbUhvw,,,recH8rJ5V8ckrnZrN,,,,,2025-09-26T00:43:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Cognitive training activity session end time,workout,,brain_training_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:12.000Z,,Brain Training Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recWIiIAkGDuUmpN2,,,recj8VoWO3dBMxgrj,,,,,2025-09-12T15:22:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Journaling or reflection session start time,wellpath,,journaling_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:10.000Z,"recxOFfSCPnAqDdUw, recdjxCEXWTkLAO6X",Journaling Session Start Time,recTST1E4GbzS84CB,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recC00zMNCLN1OHq3,,,,,,,,2025-09-26T00:43:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Journaling or reflection session end time,wellpath,,journaling_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:10.000Z,,Journaling Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
rec2IVMZ7Yju9I57T,,,recpWQ1sXPOPf4BOM,,,,,2025-09-12T15:37:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rating,Cognitive focus rating on 1-5 scale,category,,focus_rating,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Focus Rating,,,,,,recQUkAvCWmbG4NmB,Scale (1-5),recNogof0xDKxGPOr,"{""values"": [1, 2, 3, 4, 5]}",,
recEaKu8B9EwoWH3z,,,recrfCrEg0e31v400,,,,,2025-09-12T15:37:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",rating,Memory and mental clarity rating on 1-5 scale,category,,memory_clarity_rating,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Memory Clarity Rating,,,,,,recQUkAvCWmbG4NmB,Scale (1-5),recNogof0xDKxGPOr,"{""values"": [1, 2, 3, 4, 5]}",,
recL5EEu0YpmuBMqz,,,"recAoGRSdwjU7WuLY, recHZz8EK01pfnYfc",,,recciDURcjELqOzxJ,,2025-09-12T15:36:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Structured meditation or awareness practice focusing on present-moment attention start time,wellpath,,mindfulness_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:16.000Z,"recmgTB6SCx1dF2YF, reci1LPa7fRT3Bvf4",Mindfulness Session Start Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recxw2ZGFRT5cm4DR,,,recHZz8EK01pfnYfc,,,,,2025-09-26T00:43:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Structured meditation or awareness practice focusing on present-moment attention end time,wellpath,,mindfulness_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:09.000Z,,Mindfulness Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
reca1fQDUUol94cWp,,,"rectFuLPa37BL932e, recrezZqWmW9TWdcH",,,recciDURcjELqOzxJ,,2025-09-15T13:50:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Controlled breathing exercises for stress reduction and nervous system regulation start time,wellpath,,breathwork_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:16.000Z,"recmgTB6SCx1dF2YF, reci1LPa7fRT3Bvf4",Breathwork Session Start Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
recRqSUnvs2XZxEDb,,,recrezZqWmW9TWdcH,,,,,2025-09-26T00:43:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Controlled breathing exercises for stress reduction and nervous system regulation end time,wellpath,,breathwork_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:03.000Z,,Breathwork Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recZ8eVdPUW7ERQKx,,,,,,,,2025-09-12T15:23:12.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,Lean body mass measurement,quantity,HKQuantityTypeIdentifierLeanBodyMass,lean_body_mass_measured,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Lean Body Mass Measurement,,,,,,recQUkAvCWmbG4NmB,Kilograms,rechJvygUSVpcnQwZ,"{""range"": {""min"": 20000, ""max"": 100000}}",,
recrntdgXn3Q0gDph,,,,,,,,2025-09-12T15:23:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,Visceral fat percentage measurement,wellpath,,visceral_fat_measured,recoiAahhmbWcaNoa,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:43:06.000Z,,Visceral Fat Measurement,,,,,,recQUkAvCWmbG4NmB,Percent,recIIRqObbADMucrw,"{""range"": {""min"": 1, ""max"": 30}}",,
rechQ7eCuCItXpJ4p,,,"recTHneuqNR5khOJx, reccwB3ZNC6UnS5zd, recyxb2PbonwFK8ed",,,,,2025-09-12T15:35:13.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Natural sunlight exposure session start time,quantity,HKQuantityTypeIdentifierTimeInDaylight,sunlight_exposure_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:32:23.000Z,reciAYuPIbyxZ2lYY,Sunlight Exposure Start Time,"recNd8x0Jk5sZyIHw, recQKGuMFktgR5Iyd, recuOhX1tyg3WNpAS, recbPEYWxEP9XB4Xy",,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
rec678T9qm67hxjYs,,,reccwB3ZNC6UnS5zd,,,,,2025-09-26T02:31:31.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Natural sunlight exposure session end time,quantity,HKQuantityTypeIdentifierTimeInDaylight,sunlight_exposure_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:44:00.000Z,,Sunlight Exposure End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recRQGiZUOgoJtNIL,,,"recHTDTOcWMpPlj5w, recX9E06jRhzvV28w",,,,,2025-09-12T15:39:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Walking exercise session start time,workout,,walking_session_start_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:31:19.000Z,,Walking Session Start Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 0, ""max"": 1439}}",,
rec3EBgsqJXxkmOvw,,,recX9E06jRhzvV28w,,,,,2025-09-26T00:43:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Walking exercise session end time,workout,,walking_session_end_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T16:43:55.000Z,,Walking Session End Time,,,,,,recQUkAvCWmbG4NmB,Time of Day,recv2GuhbmM9UdNDp,"{""range"": {""min"": 1, ""max"": 1440}}",,
recDypVGSGQChtJpI,,,recrEwPEq3Sf89w1G,,,,,2025-09-12T15:39:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Evening Routine,wellpath,,evening_routine,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T01:02:45.000Z,,Evening Routine,,,,,,recQUkAvCWmbG4NmB,Sessions,recyl9Pa45s71Mrs8,"{""values"": [""completed"", ""skipped""]}",,
recFpIjRypDHi4n78,,,,,,,,2025-09-12T15:34:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,Grip strength measurement,wellpath,,grip_strength,recHOTAk6Lpmb9uUz,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:42:39.000Z,,Grip Strength,,,,,,recQUkAvCWmbG4NmB,Kilograms,rechJvygUSVpcnQwZ,"{""range"": {""min"": 10, ""max"": 100}}",,
