record_id,base_unit_identifier,calculated_metrics,conversion_factor,created,created_by,healthkit_unit,identifier,intake_markers,last_modified_by,last_modified_time,metrics_time_field_entry_units,metrics_using_unit,symbol,therapautics_matrix copy,ui_display,unit_type
recLNmY0jLZKxr5fs,second,"rec5l3sqi70yjgT6R, recaVayIeSXf4BpyD, recE2TmAKpgZPmcXo, recQOKlFS6dtSxRt5, reckvpJYgWii4YwAl, recEC5TJNKMV5KA5p, recpALziQzAAIg97v, rec0023SpErq3vuHH, recG6Oe2w1zBpxxMu, recK25xzjBBpVXf1L, rec6pxIMWMet3Y8Oo, recIDeGzWueGUUdhc, recFV8cJzzKkssCLV, recgqjohJGR0tC2ZD, recCPLy7pF7RskXm2, recCxGdWa5gkHU5P3, recorhKdkLw48IZuk, recimqTiUHbJgbBbz, recYK1q7YWBttAaaL, recnKn6LYQ4EU4s3k, recKUsJsFjKfnr6bK, recHJ6ldoyJpDAf8y, recTAYD8mSkrJzilP, recH8rJ5V8ckrnZrN, recJScF9tScoW22bq, recHZz8EK01pfnYfc, recOhfe6gLgdiVgBE, recytedVwBRbdQsfd, recX9E06jRhzvV28w, recrezZqWmW9TWdcH, recBNMHX5VFNgZATI, recDy9h2pZ35CDOC3, recr5lxS2yXlGj8zY, rechM9DcA8o7EqgtX, reccwB3ZNC6UnS5zd, rec4aHf62ykJfJlw9, recAyaqCbBnRzB6iG, recEUyoJVMFaaSpPW, recP2RIenTY7aVxNY, recP9cCsNlJ39ypyO, recCXbDWWfDun1mtM, recnvkyseBO820wgy, rec1Uw06w4Baby9NY, recfs48w8KpU74iyS, rec2EFXQeWcZ239Av, recBzc8z4DLRbsILl, recZhKXtGSQqdm7Z7, rechBpq61GFZyiRsy, recEhc2uKow1tRDYK, rec6M1wktUUtTkPHW, reccutaRC9q4pbTSb, recoH7f11xvAAnEIK",60,2025-09-08T19:26:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.minute(),minutes,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-09T21:31:34.000Z,,,min,,Minutes,time
reckolm0WELYWYy5d,minute,"rec2vrtjlYXnqlvpr, recuYoFcLSUuqXnvi, recNyjVFxPUtmKTSf, rec3QVJMUpMyOeFPK, recB53h7qRC5EuLn1, recHHxATYu7JAyb0x, rec42MxeJM9MES7ug",60,2025-09-08T21:09:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.hour(),hours,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-15T06:59:32.000Z,,,hr,,Hours,time
rectWwH0NsRloq82n,,recOb7Wmk2eWh8YNl,,2025-09-08T21:33:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.hour().unitMultiplied(by: .minute()),hours_minutes,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T02:30:14.000Z,,,H+M,,Time (HH:MM),time
recWeakIj1DWt6fzi,hour,,24,2025-09-08T21:10:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.day(),day,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:53:42.000Z,,,days,,Days,time
recMRr2lyt7rzSHWy,day,"recIT4ThuaKu4YE2j, recQWR5P4cNUsZUsd, recbtISQHAs3VnqIa, recdz9H77ndRitj9L, recHrKqMJmZjkTfPu, recxdFEfFLPMnK0EC",,2025-09-11T17:30:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.day().unitMultiplied(by: 365.25),years,"recje0hsg2RUf0sNS, recPAkzf8akrOHndt, recaKBDp7ygDl5UZF, recA5mm2pvyUYjXMA, recr6FA0QlzJI0QBe, recDt9Wzq7lnSK1Vq, recg3BWKPMXiSQMo9, recVnjDFCQmYXAa4k, recNYn0Ru3771CEvr, recJ3jbCTcLh2p5he","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-06T16:51:27.000Z,,,years,,Years,time
recDcfTPlGTzhFvwn,day,"recHR608YlFVn11tf, recKo2MQWZYwYzDaI, recNmk3nm4Ydx7bXa, recSx1jCkPMJ09JCD, recVgq9CD3dSpVuxL",,2025-09-11T17:31:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.day().unitMultiplied(by: 30.44),months,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T18:26:42.000Z,,,months,,Months,time
recTzE4dRmCnxlpkv,,,,2025-09-11T17:31:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.day(),years_months,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T17:31:06.000Z,,,Y+M,,Years and Months,time
recAqnPNZzDG0XRiu,,,,2025-09-11T17:32:17.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.day(),years_months_days,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T18:26:42.000Z,,,Y-M-D,,"Years, Months, Days",time
recn8GfgZeExUHuTI,,,,2025-09-11T17:32:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.day(),months_days,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-11T17:32:22.000Z,,,M-D,,"Months, Days",time
rec8ydSt4pibMDeRD,,recvcfe7uiuqIDjKi,,2025-09-08T21:08:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.kilocalorie(),kilocalorie,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T18:26:42.000Z,,reccKaclsbPfWXXMt,kcal,,Calories,energy
recOyyqC4kH9mvkQU,kilocalorie,,0.000293,2025-09-08T21:11:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.watt(),watts,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-13T16:54:50.000Z,,,W,,Watts,energy
rec4yCABdHJbxYSPw,kilocalorie,,0.000239,2025-09-08T21:21:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.joule(),joule,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-13T16:54:50.000Z,,,J,,Joules,energy
reccGUTbAM7RwdYoA,joule,,1000,2025-09-08T21:21:33.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.jouleUnit(with: .kilo),kilojoule,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,kJ,,Kilojoules,energy
rec2d9lGEe14bjNAG,kilocalorie,,1,2025-09-08T21:21:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.largeCalorie(),large_calorie,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,Cal,,Calories (Large),energy
rec2IN2DHTd56w2eV,kilocalorie,,0.001,2025-09-08T21:21:40.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.smallCalorie(),small_calorie,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,cal,,Calories (Small),energy
recLqLlb9Qi2uFwYb,watts,,1000,2025-09-08T21:23:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.wattUnit(with: .kilo),kilowatt,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,kW,,Kilowatts,energy
rec2fcKfSgvKQYBvt,,,,2025-09-08T21:23:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.kilocalorie().unitDivided(by: HKUnit.gram()),calories_per_gram,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,kcal/g,,Calories per Gram,energy
recIIRqObbADMucrw,,"recfu2uyTnGXRDE4u, recwzQVaHdpJnCmDs, recxn1733dm1R50gf, reczdZJwaqtDPMTj6, recIL0Nafn1LUEmuP, recpmgUccsnHhCXlB, recrEwPEq3Sf89w1G, recZqHtxhGCZHopVA, recWZStZb2YS7HQmP, recpgHeU0NxppfOcj, recMPV3wtzdP3mLvy, recLOXjbhasXZaHgb, rec84zm52CcxjvPKl, recF8U0ioLdmxkW5F, recTbaXkNEgGZ9RjY",,2025-09-08T19:28:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.percent(),percent,"recIb4QkScz9v2TIv, rec9Pl4t9AYwh3qKN, rec6IiM17zEbMGz44, rec54u3jRkBOjGFWN, rect8hhIt4u3mRl02, recHYVWWdbi4ZB3n2, recmdOWlyvqBthbJu, recma7gwiZ69weJyG, recYB9B8f0lMFR3V4, rec6pOishBfBlE2ky, rec3f6Et1HcuBvSNI, recxKzlkw7NCuHxSr, rec0rG5I2nxnp5LxW, recReYEGLLU2tM9vW, recbNzquZmH1UIsOz, recli03KLzw3AAX6C, recQ1iMPwBDDwimbs, recu3AnBZaXqp56OR, rec9zk8ogots6uagu, rec9BTItr2TsKoQ7f, recKAH9WMmHRXpA5O, recQIOEtzja9MXIv1, recogYQGTeBYB06kl, recNbDbeg477m80Tq, recy7IsXykhhq6U0V, recdDF2iK8ZDM6m72, recJTzCVYBGcHs2mk, rec2kxACQCXIX9DkP, recvunjoMxDxoVrI2, recvNONIssgnwxBFD, recynyeSx0U9k8O8v, recJB9A3fv5nzobFI, rec06uaLpgU8QnjVh, rec2ey5rGWs73RX5F, recqctHwdCxZnrP39, recHyJ3Ga2NmAaSXh, rec3SSnXJikygIS81, recyWkfI900QW28eG, rec9cB2Stppo5MYay","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-09T21:31:47.000Z,,"recrntdgXn3Q0gDph, rec57VwF5UobL9wpP",%,,Percent,percent
recA2gcdmKsUvltfB,,,,2025-09-08T21:31:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.percent(),percent_gait_cycle,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,% gait,,Percent of Gait Cycle,percent
recbdty4D6OYtpLmT,,,,2025-09-08T21:09:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),scale_1_3,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,(1-3),,Scale (1-3),scale
recNogof0xDKxGPOr,,"rec8dtmC937ACy6fU, recypqIJSutp0DSIP, recFs2eVDA82L4C42, recpWQ1sXPOPf4BOM, recrfCrEg0e31v400",,2025-09-08T21:09:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),scale_1_5,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-14T18:26:42.000Z,,"rec2IVMZ7Yju9I57T, recEaKu8B9EwoWH3z, recvG4IX68oStyrs7, reccNjfbTVSlOHKyZ, recYyLk39mmLbOR0V",(1-5),,Scale (1-5),scale
reci93kd58OkMlloo,,,,2025-09-08T21:10:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),scale_1_10,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,(1-10),,Scale (1-10),scale
reckfzRMQaMeq8K3E,,,,2025-09-08T21:22:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.appleEffortScore(),apple_effort_score,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,effort,,Apple Effort Score,scale
rec31yfRXZnqqL1AZ,,,,2025-09-08T21:32:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),intensity_category,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,intensity,,Intensity Level,scale
rec2BUK6ClcoCrPaD,,,,2025-09-08T21:32:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),positive_negative,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,+/-,,Positive/Negative,scale
recmtocPNZ9C8IAA1,,,,2025-09-08T21:32:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),change_from_baseline,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,Δ,,Change from Baseline,scale
rectJwVocjXTujIfW,,,,2025-09-08T21:32:32.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),male,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-12T19:58:34.000Z,,recLTgr8FDPeRmjlN,M,,Male,scale
recSGXYX6avXEOf4h,,,,2025-09-08T21:32:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),female,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-12T19:58:36.000Z,,recLTgr8FDPeRmjlN,F,,Female,scale
recffe5yzdiL0AGk1,,,,2025-09-08T21:32:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),medium,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,medium,,Medium,scale
rec8yxvuPAWV4bHFd,,,,2025-09-08T21:32:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),light,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,light,,Light,scale
recja423QevBQ8XJt,,,,2025-09-08T21:32:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),heavy,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,heavy,,Heavy,scale
recdbuOZwJV3OW51l,,,,2025-09-08T21:59:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),categorical,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,category,,Categories,scale
recCKjudHRVdIvmNw,,,,2025-09-08T21:09:06.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.millimeterOfMercury(),mmhg,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-09T20:37:53.000Z,,"recopMVRCCFGP21NR, recr5jzh11Uwa6Bnz",mmHg,,mmHg,pressure
reczO0x3NPpVSFqwG,,,,2025-09-08T21:21:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.pascal(),pascal,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,Pa,,Pascals,pressure
recmfF10MV7B9JzS2,,,,2025-09-08T21:21:48.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.inchesOfMercury(),inches_mercury,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,inHg,,Inches of Mercury,pressure
recC8tCJ98gcoX9wQ,,,,2025-09-08T21:21:51.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.centimeterOfWater(),centimeter_water,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,cmH2O,,Centimeters of Water,pressure
rec19HlexcPWyZte2,,,,2025-09-08T21:21:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.atmosphere(),atmosphere,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,atm,,Atmospheres,pressure
recKuROCq9jjVZ3x4,,,,2025-09-08T21:10:13.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.meter().unitDivided(by: HKUnit.second()),meters_per_second,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:11:36.000Z,,,m/s,,m/s,speed
recxwYP0OwdjbrXsW,,,,2025-09-08T21:11:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.mile().unitDivided(by: HKUnit.hour()),miles_per_hour,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:11:36.000Z,,,mph,,mph,speed
recvDntfO5TwUrp8C,,,,2025-09-08T21:23:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.meterUnit(with: .kilo).unitDivided(by: HKUnit.hour()),kilometers_per_hour,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:11:36.000Z,,,km/h,,km/h,speed
rec7pF1npMWC9gCoM,,"recmEwolBmYixKs71, recjbSWMBqWaynFJQ, recmj64n7Kbt7c66T, recnFPsFwhY5iwRM5, recnrCnZw0eLsTrqh, recpihoFk1Oil2Zj0, recgfnn0lmJuo32eW, recpo90msSdH76ZT7, reczFF6vBLjOxw4Fc, reczY7QPX3FOKp74m, recfwGl0541VuBYDx, rec6XqppkTF35stEV, recActJ3sF8kbburU, reco96aJYzJadCR5x, recvZ2p8V4yZ52Mqc, recKPhd9HvDuo4CO5",,2025-09-08T21:10:35.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),boolean,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T21:04:40.000Z,,recJFpHX4UHrL70R5,bool,,Yes/No,categorical
reclpRIzD8HQCSBHA,,,,2025-09-08T21:31:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),null,"recMicqA4gpFyKbLo, recMyuMhsrLE5vsyn, recsRXMek1WnYQb4L, reczvJtEtH16z7qOW, recjaUOkwOGV1jNf7, recesb8xMt8jpxvnS, recBeY3Syr3OWxc7u, recOHSZkNScXMI2E1, recAMGE7vKcHiFiN8, recRnbbkpUz70sxgw, recD0eLzUSwc3dXKM, rec1mqnzur52lzSs1, recxjykHQYSnzUdeY, recAPiAw4ivGMR2qA","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,null,,No Data,categorical
recEFI3TJAmjth0ZC,,,,2025-09-08T21:31:31.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),not_applicable,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,n/a,,Not Applicable,categorical
rec1n4glgtvYFqgwm,,,,2025-09-08T21:32:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),tool_type,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,tool,,Tool Type,categorical
recGcjmQW8tWUfNDC,,,,2025-09-08T21:32:19.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),activity_type,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,activity,,Activity Type,categorical
recHcM5PSpnAuTBDk,,,,2025-09-08T21:32:24.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),game_type,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,game,,Game Type,categorical
recQsOlztVsHCeZ7y,,,,2025-09-08T21:32:28.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),type_of_activity,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,type,,Activity Type,categorical
recrgN1AuoKEyNJmJ,,,,2025-09-08T21:32:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),none,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,none,,None,categorical
recBxlFJLhqk5Ydb3,,,,2025-09-08T21:33:00.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),text,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,text,,Text,categorical
recTcUTgOy0UwHUX9,,,,2025-09-08T21:10:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.decibelAWeightedSoundPressureLevel(),decibel,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,dB,,Decibels,measurement
recn4YikpGRbNOFtm,,,,2025-09-08T21:22:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.decibelHearingLevel(),decibel_hearing_level,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,dBHL,,dB HL,measurement
