record_id,created,created_by,id,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,linked_evidence,option_count,overview,primary_markers,primary_metrics,raw_impact,secondary_markers,secondary_metrics,stack_recommendation,stack_summary,tertiary_markers,tertiary_metrics,therapeutic_1,therapeutic_1_age_max,therapeutic_1_age_min,therapeutic_1_category,therapeutic_1_dose_max,therapeutic_1_dose_min,therapeutic_1_dose_rollup,therapeutic_1_frequency_days,therapeutic_1_gender,therapeutic_1_operator,therapeutic_1_overview,therapeutic_1_recommendation,therapeutic_1_timing,therapeutic_1_type,therapeutic_1_unit,therapeutic_1_unit_symbol,therapeutic_2,therapeutic_2_age_max,therapeutic_2_age_min,therapeutic_2_category,therapeutic_2_dose_max,therapeutic_2_dose_min,therapeutic_2_dose_rollup,therapeutic_2_frequency_days,therapeutic_2_gender,therapeutic_2_operator,therapeutic_2_timing,therapeutic_2_type,therapeutic_2_unit,therapeutic_2_unit_symbol,therapeutic_3,therapeutic_3_age_max,therapeutic_3_age_min,therapeutic_3_category,therapeutic_3_dose_max,therapeutic_3_dose_min,therapeutic_3_dose_rollup,therapeutic_3_frequency_days,therapeutic_3_gender,therapeutic_3_operator,therapeutic_3_timing,therapeutic_3_type,therapeutic_3_unit,therapeutic_3_unit_symbol,therapeutic_count,therapeutic_recommendation,therapeutic_summary,therapeutic_type,therapeutic_type_ref_#,title
recKXlk5my5z2ItQq,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP012-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:34:45.000Z,,,"Copper peptide supporting skin healing, collagen synthesis, cognitive function, and DNA repair. Powerful for skin and recovery.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec2F3CbADWEuukbn,150,21,Copper Peptide,5,2,2-5 mg,1,male_female,<>,Tissue remodeling and wound healing peptide,"Take 2-5mg of GHK-Cu at any time daily for tissue remodeling, wound healing, skin health, and anti-aging benefits",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 2-5mg of GHK-Cu at any time daily for tissue remodeling, wound healing, skin health, and anti-aging benefits",Tissue remodeling and wound healing peptide,PEP,012,GHK-Cu: Copper Peptide
recWVj4Mby0hWd2WX,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP013-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:34:50.000Z,,,"Mitochondrial-targeted peptide shown to boost energy, lower oxidative stress, and under clinical trials for aging, heart, and muscle.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec5IHG8JPx3cukaf,150,21,Mitochondrial Peptide,20,5,5-20 mg,1,male_female,<>,Mitochondrial-targeted antioxidant peptide,"Take 5-20mg of SS-31 at any time daily for mitochondrial protection, cellular energy optimization, and cardioprotection",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-20mg of SS-31 at any time daily for mitochondrial protection, cellular energy optimization, and cardioprotection",Mitochondrial-targeted antioxidant peptide,PEP,013,SS-31: Mitochondrial Peptide
recILoTSc1W8sEfls,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP014-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:34:54.000Z,,,"FDA-approved for HIV-related lipodystrophy, reduces visceral fat, sometimes used off-label for metabolic syndrome in aging.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recKY3IY1AMFEiqzo,150,21,Growth Hormone Peptide,2,1,1-2 mg,1,male_female,<>,GHRH analog for body composition,"Take 1-2mg of Tesamorelin before bed daily for visceral fat reduction, body composition optimization, and metabolic health",Before bed,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 1-2mg of Tesamorelin before bed daily for visceral fat reduction, body composition optimization, and metabolic health",GHRH analog for body composition,PEP,014,Tesamorelin: Growth Hormone Peptide
recg47C0MjDA9cFAY,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP015-SINGLE,"receYj9nbAEGPBxFl, recDBJLAkc5CAfBm3","recoiAahhmbWcaNoa, recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:00.000Z,,,"Immunomodulatory peptide for immune support in chronic infection, immunodeficiency, and possibly longevity.",receYj9nbAEGPBxFl,"recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",15,recDBJLAkc5CAfBm3,recoiAahhmbWcaNoa,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recyjeOoGSOtTV5DA,150,21,Immune Peptide,3.2,1.6,1.6-3.2 mg,3,male_female,<>,Immunomodulatory peptide for immune enhancement,"Take 1.6-3.2mg of Thymosin Alpha-1 at any time every 3 days for immune enhancement, viral resistance, and longevity support",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 1.6-3.2mg of Thymosin Alpha-1 at any time every 3 days for immune enhancement, viral resistance, and longevity support",Immunomodulatory peptide for immune enhancement,PEP,015,Thymosin Alpha-1: Immune Peptide
recR9fwZUUbMvSt2V,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP016-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:06.000Z,,,"Potent stimulator of melanin, used for tanning and libido. Safety/efficacy for anti-aging not established; experimental.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recJCh7hB4O9XeECD,150,21,Peptide Hormone,1,0.25,0.25-1 mg,1,male_female,<>,Melanocortin receptor agonist for skin protection,"Take 0.25-1mg of Melanotan II before bed daily for skin protection, melanin production, and potential metabolic benefits",Before bed,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 0.25-1mg of Melanotan II before bed daily for skin protection, melanin production, and potential metabolic benefits",Melanocortin receptor agonist for skin protection,PEP,016,Melanotan II: Peptide Hormone
rec9hiupXO4YxRDli,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP017-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:11.000Z,,,Experimental senolytic peptide designed to clear senescent cells; animal and early human data suggest potential to rejuvenate tissues.,,,5,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recPwH0tLzPqgthYz,150,21,Senolytic Peptide,10,5,5-10 mg,30,male_female,<>,Senescent cell elimination peptide,"Take 5-10mg of FOXO4-DRI at any time monthly for senescent cell elimination, tissue rejuvenation, and healthy aging",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-10mg of FOXO4-DRI at any time monthly for senescent cell elimination, tissue rejuvenation, and healthy aging",Senescent cell elimination peptide,PEP,017,FOXO4-DRI: Senolytic Peptide
recBI4DoR3OMeTOwC,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP018-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:15.000Z,,,"Selank is a synthetic peptide shown to reduce anxiety, improve stress resilience, and enhance mental clarity and focus. Clinical use is growing for supporting mood, cognitive performance, and quality of life.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recOOLSeSVblpHOK0,150,21,Nootropic Peptide,1.5,0.5,0.5-1.5 mg,1,male_female,<>,Anxiolytic peptide for stress and cognition,"Take 0.5-1.5mg of Selank in the morning daily for stress reduction, cognitive enhancement, immune modulation, and neuroprotection",Morning,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 0.5-1.5mg of Selank in the morning daily for stress reduction, cognitive enhancement, immune modulation, and neuroprotection",Anxiolytic peptide for stress and cognition,PEP,018,Selank: Nootropic Peptide
rece4LqhrZMUfGr0W,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP019-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:18.000Z,,,"Semax is a neuropeptide with evidence for supporting brain function, focus, learning, and memory, as well as recovery from brain injury or stroke. Users may notice improved mental sharpness and cognitive endurance.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recRCaqeqcfeiHKr5,150,21,Nootropic Peptide,1,0.2,0.2-1 mg,1,male_female,<>,Cognitive enhancement and neuroprotection,"Take 0.2-1mg of Semax in the morning daily for cognitive enhancement, neuroprotection, memory improvement, and brain health",Morning,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 0.2-1mg of Semax in the morning daily for cognitive enhancement, neuroprotection, memory improvement, and brain health",Cognitive enhancement and neuroprotection,PEP,019,Semax: Nootropic Peptide
recIHQ9b8Jw3zFcd3,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP020-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:21.000Z,,,"Kisspeptin stimulates natural sex hormone production and may support healthy aging in those with hormone deficiency or imbalance. Most evidence is for fertility, but some benefit may extend to energy, libido, and mood.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rece54HLMbtsbuZlu,150,21,Reproductive Peptide,5,1,1-5 µg,1,male_female,<>,Gonadotropin-releasing hormone stimulator,Take 1-5mcg of Kisspeptin at any time daily for reproductive health optimization and hormonal balance,Any,PEP,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 1-5mcg of Kisspeptin at any time daily for reproductive health optimization and hormonal balance,Gonadotropin-releasing hormone stimulator,PEP,020,Kisspeptin: Reproductive Peptide
recKbx33jkfn7s03A,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP021-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:28.000Z,,,"Tesofensine is an appetite suppressant studied for obesity and weight loss. Some users also report improved motivation and energy, but it is not a direct longevity or cognitive enhancer.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recZ6ewDohnArCowv,150,21,Weight Loss Drug,0.5,0.25,0.25-0.5 mg,1,male_female,<>,Triple reuptake inhibitor for body composition,"Take 0.25-0.5mg of Tesofensine in the morning daily for body composition optimization, metabolic enhancement, and weight management",Morning,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 0.25-0.5mg of Tesofensine in the morning daily for body composition optimization, metabolic enhancement, and weight management",Triple reuptake inhibitor for body composition,PEP,021,Tesofensine: Weight Loss Drug
recHVDGLzTS8NrPOi,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP022-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:32.000Z,,,"LL-37 is a natural antimicrobial peptide that supports immune defense, speeds wound healing, and may help those at risk of recurrent infections or slow tissue recovery. Not a longevity agent, but relevant for infection resilience and healing.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recd6TiMhFYv18aOI,150,21,Antimicrobial Peptide,5,2,2-5 mg,3,male_female,<>,Human cathelicidin for immune defense,"Take 2-5mg of LL-37 at any time every 3 days for immune defense, antimicrobial protection, and wound healing",Any,PEP,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 2-5mg of LL-37 at any time every 3 days for immune defense, antimicrobial protection, and wound healing",Human cathelicidin for immune defense,PEP,022,LL-37: Antimicrobial Peptide
recvfW5RJ1bA5UJUT,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP023-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:35.000Z,,,IGF-1 LR3 is a powerful growth factor peptide used to stimulate muscle growth in cases of severe deficiency or wasting. Not for general use—risks include cancer promotion; limited to rare clinical scenarios.,,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recDdXb8gmNlkmaLw,150,21,Growth Factor,50,20,20-50 µg,3,male_female,<>,Long-acting insulin-like growth factor,"Take 20-50mcg of IGF-1 LR3 in the morning every 3 days for muscle preservation, tissue repair, and anti-aging benefits",Morning,PEP,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 20-50mcg of IGF-1 LR3 in the morning every 3 days for muscle preservation, tissue repair, and anti-aging benefits",Long-acting insulin-like growth factor,PEP,023,IGF-1 LR3: Growth Factor
recp2mgJzDwDJCGRI,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",PEP024-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:35:44.000Z,,,MGF is a variant of IGF-1 used experimentally to promote muscle repair after injury or severe sarcopenia. No strong evidence for general aging or longevity use; reserved for medical indications.,,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,reclFjQSn2XlvZr3H,150,21,Growth Factor,200,100,100-200 µg,3,male_female,<>,Mechano-growth factor for muscle maintenance,"Take 100-200mcg of MGF at any time every 3 days for muscle maintenance, recovery enhancement, and tissue regeneration",Any,PEP,rec0bCCIGsoIoxokH,µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 100-200mcg of MGF at any time every 3 days for muscle maintenance, recovery enhancement, and tissue regeneration",Mechano-growth factor for muscle maintenance,PEP,024,MGF: Growth Factor
recXhaC4ADP9RrHko,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED001(i)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:36:19.000Z,,(i),"Statins lower LDL cholesterol, reduce cardiovascular events, stabilize plaque, and reduce inflammation (hsCRP). They are first-line for ASCVD, diabetes, or high LDL resistant to lifestyle/supplement interventions.",,,10,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec0AvsGhSkxlnHX8,150,21,Statin,40,10,10-40 mg,1,male_female,<>,HMG-CoA reductase inhibitor for cardiovascular protection,"Take 10-40mg of Atorvastatin before bed daily for cardiovascular protection, cholesterol optimization, and potential longevity benefits",Before bed,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 10-40mg of Atorvastatin before bed daily for cardiovascular protection, cholesterol optimization, and potential longevity benefits",HMG-CoA reductase inhibitor for cardiovascular protection,MED,001,Atorvastatin: Statin
rec0dY61WEPhyrOMh,2025-09-27T17:35:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED001(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:36:37.000Z,,(ii),,,,,,,,,,,recRNsV0KejSmRxu6,150,21,Statin,20,5,5-20 mg,1,male_female,<>,HMG-CoA reductase inhibitor for cardiovascular protection,"Take 5-20mg of Rosuvastatin at any time daily for aggressive cholesterol management, cardiovascular protection, and pleiotropic benefits",Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-20mg of Rosuvastatin at any time daily for aggressive cholesterol management, cardiovascular protection, and pleiotropic benefits",HMG-CoA reductase inhibitor for cardiovascular protection,MED,001,Rosuvastatin: Statin
recxKJ03cEFPPGhVb,2025-09-27T17:36:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED001(iii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:36:38.000Z,,(iii),,,,,,,,,,,recILFpdj3T0mvYoW,150,21,Statin,40,20,20-40 mg,1,male_female,<>,HMG-CoA reductase inhibitor for cardiovascular protection,"Take 20-40mg of Pravastatin before bed daily for cardiovascular health, cholesterol management, and anti-inflammatory effects",Before bed,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 20-40mg of Pravastatin before bed daily for cardiovascular health, cholesterol management, and anti-inflammatory effects",HMG-CoA reductase inhibitor for cardiovascular protection,MED,001,Pravastatin: Statin
recbp5Z02WJMGGHB1,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED002-SINGLE,"recw2hqgZfllcjFso, receYj9nbAEGPBxFl, recBA3iQ4lGJtC2nM, recq0JX3QgFBo5mm4","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:37:58.000Z,,,"Ezetimibe blocks intestinal cholesterol absorption, further lowers LDL when statins are not enough or not tolerated. Well-tolerated, synergistic with statins for maximal LDL reduction.","receYj9nbAEGPBxFl, recw2hqgZfllcjFso","recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",50,"recq0JX3QgFBo5mm4, recBA3iQ4lGJtC2nM",,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recPtDU3TbILj67hk,150,21,Cholesterol Absorption Inhibitor,,10,10 mg,1,male_female,=,NPC1L1 inhibitor for cholesterol optimization,Take 10mg of Ezetimibe at any time daily for additional cholesterol reduction and cardiovascular protection,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 10mg of Ezetimibe at any time daily for additional cholesterol reduction and cardiovascular protection,NPC1L1 inhibitor for cholesterol optimization,MED,002,Ezetimibe: Cholesterol Absorption Inhibitor
recmk6CmH3NmlutQW,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED003(i)-SINGLE,"recw2hqgZfllcjFso, receYj9nbAEGPBxFl, recBA3iQ4lGJtC2nM, recPiW3K4dhWi31Xh, recDBJLAkc5CAfBm3, recq0JX3QgFBo5mm4, recUkIxIOnGBQsC1n",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:40:15.000Z,,(i),PCSK9 inhibitors are monoclonal antibodies that dramatically lower LDL cholesterol and cardiovascular risk in very high-risk or familial hypercholesterolemia patients.,"receYj9nbAEGPBxFl, recw2hqgZfllcjFso",,35,"recq0JX3QgFBo5mm4, recPiW3K4dhWi31Xh, recUkIxIOnGBQsC1n, recBA3iQ4lGJtC2nM, recDBJLAkc5CAfBm3",,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recAAuZFrdsqJW3yd",,recAASVyuR1MwNfa2,150,21,PCSK9 Inhibitor,420,140,140-420 mg,14,male_female,<>,Monoclonal antibody for aggressive cholesterol control,Take 140-420mg of Evolocumab at any time every 2 weeks for aggressive cholesterol management and cardiovascular risk reduction,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 140-420mg of Evolocumab at any time every 2 weeks for aggressive cholesterol management and cardiovascular risk reduction,Monoclonal antibody for aggressive cholesterol control,MED,003,Evolocumab: PCSK9 Inhibitor
rec83sCoW9fWB9Ofp,2025-09-27T17:39:20.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED003(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:40:17.000Z,,(ii),,,,,,,,,,,recYTN8b1Xtoea2zj,150,21,PCSK9 Inhibitor,150,75,75-150 mg,14,male_female,<>,Monoclonal antibody for aggressive cholesterol control,Take 75-150mg of Alirocumab at any time every 2 weeks for optimal cholesterol control and cardiovascular protection,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 75-150mg of Alirocumab at any time every 2 weeks for optimal cholesterol control and cardiovascular protection,Monoclonal antibody for aggressive cholesterol control,MED,003,Alirocumab: PCSK9 Inhibitor
recJ6KKGNcsa5CbEb,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED004-SINGLE,"recw2hqgZfllcjFso, receYj9nbAEGPBxFl, recUkIxIOnGBQsC1n, recBA3iQ4lGJtC2nM, recUzK4L9enpnuWG8, recq0JX3QgFBo5mm4, recierVNozpgZdLZH, recf4HtvFUqMhyhdh",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:40:06.000Z,,,"Bempedoic acid lowers LDL by inhibiting cholesterol synthesis in the liver, useful for those unable to tolerate statins.","receYj9nbAEGPBxFl, recw2hqgZfllcjFso",,40,"recUzK4L9enpnuWG8, recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recq0JX3QgFBo5mm4, recUkIxIOnGBQsC1n, recBA3iQ4lGJtC2nM",,,,"recAdUWMgWMZS3qKI, recAAuZFrdsqJW3yd",,recWERlvL5S1ngEt8,150,21,Cholesterol Synthesis Inhibitor,,180,180 mg,1,male_female,=,ATP citrate lyase inhibitor,Take 180mg of Bempedoic Acid at any time daily for cholesterol reduction and cardiovascular benefits,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 180mg of Bempedoic Acid at any time daily for cholesterol reduction and cardiovascular benefits,ATP citrate lyase inhibitor,MED,004,Bempedoic Acid: Cholesterol Synthesis Inhibitor
receE5K33VsITAQ3l,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED005(i)-SINGLE,"recw2hqgZfllcjFso, receYj9nbAEGPBxFl, recPiW3K4dhWi31Xh, recBA3iQ4lGJtC2nM, recDBJLAkc5CAfBm3",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:40:37.000Z,,(i),"Fibrates lower triglycerides, raise HDL, and may reduce risk of pancreatitis in very high triglyceride states.","receYj9nbAEGPBxFl, recw2hqgZfllcjFso",,30,"recPiW3K4dhWi31Xh, recBA3iQ4lGJtC2nM, recDBJLAkc5CAfBm3",,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recGOF4RrolkUD8fp,150,21,Fibrate,145,48,48-145 mg,1,male_female,<>,PPARα agonist for triglyceride optimization,Take 48-145mg of Fenofibrate with meals daily for triglyceride optimization and cardiovascular protection,With meals,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 48-145mg of Fenofibrate with meals daily for triglyceride optimization and cardiovascular protection,PPARα agonist for triglyceride optimization,MED,005,Fenofibrate: Fibrate
