record_id,From field: source_calculated_metric,age_max,age_min,aggregation_period,baseline_consistency,binary_threshold,calc_metric_count,calculation_formula,calculation_type,categorical_filter_threshold,completion_based,composite_weighted_component_1,composite_weighted_component_2,composite_weighted_component_3,composite_weighted_component_4,constrained_weekly_allowance,created,created_by,custom_use_case,data_source_type,data_source_type_detail,description,first_term,gender,healthkit_data_type,healthkit_equivalent,identifier,intake_metrics_map,last_modified_by,last_modified_time,metric_count,minimum_frequency,name,pillar,proportional,proportional_frequency_hybrid,raw_identifier,required_interval_months,risk_level,screening_type,sleep_composite,sleep_composite_component_1,sleep_composite_component_2,source(s)_calculated_metric,source_metric(s),survey_question_map,target_value,time_filter_type,total_count,ui_display (from unit_identifier),unit_identifier,weekend_variance,weekly_elimination,zone_based
recP2RIenTY7aVxNY,,,,daily,,,6,SUM(strength_session_duration + hiit_session_duration + mobility_session_duration + exercise_snack_duration + zone2_cardio_session_duration + walking_session_duration) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-26T02:58:26.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,calculated_only,Total structured exercise time excluding general outdoor time,,,wellpath,,daily_calculated_exercise_time_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:28:55.000Z,0,,Daily Calculated Exercise Time,recp0marLNu65GGhd,,,calculated_exercise_time,,,,,,,"recaVayIeSXf4BpyD, recEC5TJNKMV5KA5p, recCPLy7pF7RskXm2, recCXbDWWfDun1mtM, rec0023SpErq3vuHH, recX9E06jRhzvV28w",,,,none,6,Minutes,recLNmY0jLZKxr5fs,,,
recP9cCsNlJ39ypyO,,,,daily,,,2,daily_active_time - daily_calculated_active_time WHERE DATE(datetime_combined) = target_date,difference,,,,,,,,2025-09-26T02:58:26.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,calculated_only,Difference between Apple Health/manual active time and calculated active time from sessions,,,wellpath,,daily_active_vs_calculated_time_difference_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:29:01.000Z,0,,Active vs Calculated Time Difference,recp0marLNu65GGhd,,,active_vs_calculated_time_difference,,,,,,,"recimqTiUHbJgbBbz, recEUyoJVMFaaSpPW",,,,none,2,Minutes,recLNmY0jLZKxr5fs,,,
reckVhKTK5gJaX3ux,,,,daily,,,0,COUNT(sedentary_time_start_time) WHERE DATE(datetime_combined) = target_date,count,,,,,,,,2025-09-26T02:38:01.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Number of distinct sedentary sessions per day, detected as transitions from active to sedentary and back to active in continuous activity monitoring data",,,wellpath,,daily_sedentary_time_sessions_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Daily Sedentary Sessions,recp0marLNu65GGhd,,,sedentary_time_sessions,,,,,,,,rec4CBUv9ozkrYKte,,,none,1,Sessions,recyl9Pa45s71Mrs8,,,
recAyaqCbBnRzB6iG,recDy9h2pZ35CDOC3,,,session,,,0,"DATEDIFF(minute, sedentary_time_start_time, sedentary_time_end_time)",time_difference,,,,,,,,2025-09-26T02:41:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Duration of individual sedentary sessions in minutes,,,wellpath,,session_sedentary_time_duration_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Sedentary Session Duration,recp0marLNu65GGhd,,,sedentary_time_duration,,,,,,,,"rec66K8DbLitfQcJ6, rec4CBUv9ozkrYKte",,,none,1,Minutes,recLNmY0jLZKxr5fs,,,
recDy9h2pZ35CDOC3,,,,daily,,,1,SUM(sedentary_time_session_duration) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-22T21:31:43.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,"Total time spent sitting, lying down, etc. per day",,,quantity,,daily_sedentary_time_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,recdbCLNvRQ5OIllG,Daily Sedentary Time,recp0marLNu65GGhd,,"rec3YBRt22EoLvbtX, recmmZ7UcToBfgVNQ",sedentary_time,,,,,,,recAyaqCbBnRzB6iG,,,,none,1,Minutes,recLNmY0jLZKxr5fs,,,
reckgVaoYaTigGhS1,"rechjIX1clKwfDyKR, recVR9jCHgOrhqgQg, recPbh0QyugbqiK4A, recOzXCWv3f8XEgSP, recYK1q7YWBttAaaL",,,session,,,0,"COUNT(active_time_start_time) WHERE EXISTS(SELECT 1 FROM meal_logged WHERE DATEDIFF(minute, meal_logged.datetime_combined, active_time_start_time.datetime_combined) BETWEEN 0 AND 30)",custom_calc,,,,,,,,2025-09-14T15:39:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Active time sessions that occur within 30 minutes of a meal,,,wellpath,,session_post_meal_activity_custom_calc,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T18:54:09.000Z,1,,Post Meal Activity Session,recp0marLNu65GGhd,,,post_meal_activity,,,,,,,,"recVBnB9mNNstK4qa, recHnDnSi0HlAkaHC",,1,none,1,Sessions,recyl9Pa45s71Mrs8,,,
rechjIX1clKwfDyKR,,,,daily,,,1,COUNT(post_meal_activity_session) WHERE DATE(datetime_combined) = target_date,count,,,,,,,,2025-09-14T15:39:46.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Number of physical activity sessions performed after meals per day,,,wellpath,,daily_post_meal_activity_sessions_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Daily Post Meal Activity Sessions,recp0marLNu65GGhd,"recLdJBzEKaotGSXO, reco6lcsASIJDvVVR, recmXLDC3zHqE5CNY",,post_meal_activity_sessions,,,,,,,reckgVaoYaTigGhS1,,,,none,1,Sessions,recyl9Pa45s71Mrs8,,,
recVR9jCHgOrhqgQg,,,,daily,,,1,COUNT(post_meal_activity_session) WHERE DATE(meal_logged.datetime_combined) = target_date AND EXTRACT(HOUR FROM meal_logged.datetime_combined) BETWEEN 6 AND 10,count,,,,,,,,2025-09-14T15:37:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Number of physical activity sessions performed after breakfast per day,,,wellpath,,daily_post_meal_activity_breakfast_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,0,,Daily Post Meal Activity Sessions: Breakfast,recp0marLNu65GGhd,,,post_meal_activity,,,,,,,reckgVaoYaTigGhS1,,,,breakfast,1,Sessions,recyl9Pa45s71Mrs8,,,
recPbh0QyugbqiK4A,,,,daily,,,1,COUNT(post_meal_activity_session) WHERE DATE(meal_logged.datetime_combined) = target_date AND EXTRACT(HOUR FROM meal_logged.datetime_combined) BETWEEN 11 AND 15,count,,,,,,,,2025-09-12T19:12:05.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Number of physical activity sessions performed after lunch per day,,,wellpath,,daily_post_meal_activity_lunch_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,0,,Daily Post Meal Activity Sessions: Lunch,recp0marLNu65GGhd,,,post_meal_activity,,,,,,,reckgVaoYaTigGhS1,,,,lunch,1,Sessions,recyl9Pa45s71Mrs8,,,
recOzXCWv3f8XEgSP,,,,daily,,,1,COUNT(post_meal_activity_session) WHERE DATE(meal_logged.datetime_combined) = target_date AND EXTRACT(HOUR FROM meal_logged.datetime_combined) BETWEEN 17 AND 23,count,,,,,,,,2025-09-14T15:37:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Number of physical activity sessions performed after dinner per day,,,wellpath,,daily_post_meal_activity_dinner_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:16:52.000Z,0,,Daily Post Meal Activity Sessions: Dinner,recp0marLNu65GGhd,,,post_meal_activity,,,,,,,reckgVaoYaTigGhS1,,,,dinner,1,Sessions,recyl9Pa45s71Mrs8,,,
recYK1q7YWBttAaaL,recIDeGzWueGUUdhc,,,daily,,,2,SUM(active_time_session_duration) WHERE active_time_start_time IN (SELECT active_time_start_time FROM post_meal_activity_session),sum,,,,,,,,2025-09-14T15:37:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,both,Duration of active time sessions that occurred within 30 minutes after meals,,,wellpath,,daily_post_meal_activity_duration_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Post Meal Activity Duration,recp0marLNu65GGhd,,,post_meal_activity_duration,,,,,,,"reckgVaoYaTigGhS1, rec4aHf62ykJfJlw9","recVBnB9mNNstK4qa, recHnDnSi0HlAkaHC",,,none,3,Minutes,recLNmY0jLZKxr5fs,,,
recIDeGzWueGUUdhc,,,,daily,,,1,SUM(post_meal_activity_duration) WHERE DATE(datetime_combined) = target_date,sum,,,,,,,,2025-09-12T19:00:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,calculated_only,Total time spent in physical activity after meals per day,,,wellpath,,daily_post_meal_activity_duration_sum,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Daily Post Meal Activity Duration,rec6QXhDyyqwyuLdd,"recVjXMo2ZdG8BqTE, recs3l1M08S2QIaVw, recl7hAIzVX7LWcBU",,post_meal_activity_duration,,,,,,,recYK1q7YWBttAaaL,,,,none,1,Minutes,recLNmY0jLZKxr5fs,,,
recgfnn0lmJuo32eW,,,,daily,,,0,"IF(COUNT(wearable_data_points) > 0, 1, 0) WHERE DATE(datetime_combined) = target_date",count,,,,,,,,2025-09-12T19:00:27.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,,Binary indicator of whether the wearable device was worn and provided data for the day,,,wellpath,,daily_wearable_usage_count,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,0,,Daily Wearable Usage,rec6QXhDyyqwyuLdd,,,wearable_usage,,,,,,,,,,,none,0,Yes/No,rec7pF1npMWC9gCoM,,,
rec3QVJMUpMyOeFPK,,,,daily,,,1,sleep_time - last_alcoholic_drink_time WHERE DATE(datetime_combined) = target_date,time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,both,Time buffer between last alcoholic drink and sleep onset. Important for sleep quality and metabolism as alcohol affects sleep architecture and liver processing.,tracked_metric,,wellpath,,daily_last_alcoholic_drink_buffer_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,"recK9TwkkwAfV2U2V, recGrTXZyblf4izHZ, recQeP4vbmigXYEom",Last Drink Buffer,rec6QXhDyyqwyuLdd,,,last_alcoholic_drink_buffer,,,,,,,rec5HCi82toNvbTLR,rec3aaVy0dCKmrdxX,,,none,2,Hours,reckolm0WELYWYy5d,,,
rec5HCi82toNvbTLR,rec3QVJMUpMyOeFPK,,,daily,,,0,MAX(alcoholic_drink) WHERE DATE(datetime_combined) = target_date,max_time,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time of the last alcoholic beverage consumed on a given day,,,wellpath,,daily_last_alcoholic_drink_time_max_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Last Alcoholic Drink Time,rec6QXhDyyqwyuLdd,,,last_alcoholic_drink_time,,,,,,,,rec4smaQXx1XCrH1O,,,none,1,Time of Day,recv2GuhbmM9UdNDp,,,
rec9g8qJoUQezJ3GJ,recB53h7qRC5EuLn1,,,daily,,,0,MAX(screen_time_session.end_time) WHERE DATE(datetime_combined) = target_date,max_time,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time of last digital device usage before sleep,,,wellpath,,daily_last_screen_time_max_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Last Digital Device Time Usage,rec6QXhDyyqwyuLdd,,,last_screen_time,,,,,,,,recUOTXVAtvUptmG9,,,none,1,Time of Day,recv2GuhbmM9UdNDp,,,
recB53h7qRC5EuLn1,,,,daily,,,1,sleep_time - last_screen_time WHERE DATE(datetime_combined) = target_date,time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,both,Time buffer between last digital device usage and sleep onset. Important for sleep hygiene and circadian rhythm health.,tracked_metric,,wellpath,,daily_screen_time_buffer_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,"recIq253dysCznjsw, recrbelP1H2NF0mHr, recmMj52N2pBuyLba",Digital Shutoff Buffer,recOT0nP41iwVDLKR,,,screen_time_buffer,,,,,,,rec9g8qJoUQezJ3GJ,rec3aaVy0dCKmrdxX,,,none,2,Hours,reckolm0WELYWYy5d,,,
recEs3iBq3EP4d3yM,recHHxATYu7JAyb0x,,,daily,,recVuy9XnFlmZ0f1d,0,MAX(caffeine_consumed) WHERE DATE(datetime_combined) = target_date,max_time,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,"Time of the last caffeinated drink, supplement, or food of the day.",,,wellpath,,daily_last_caffeine_consumption_time_max_time,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T18:00:20.000Z,1,"recmBxmLeAu65RLBx, rec2bctnSMa0OpN5W",Last Caffeine Consumption Time,recOT0nP41iwVDLKR,,,last_caffeine_consumption_time,,,,,,,,rec33hAbT2CCCkxB4,reco4YYRUThFO2AmT,,none,1,Time of Day,recv2GuhbmM9UdNDp,,,
recHHxATYu7JAyb0x,,,,daily,,,1,sleep_time - last_caffeine_consumption_time WHERE DATE(datetime_combined) = target_date,time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,multiple,both,"Time buffer between last caffeinated drink, supplement or food and sleep onset.",tracked_metric,,wellpath,,daily_last_caffeine_consumption_buffer_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Last Caffeine Consumption Buffer,recOT0nP41iwVDLKR,,,last_caffeine_consumption_buffer,,,,,,,recEs3iBq3EP4d3yM,rec3aaVy0dCKmrdxX,,,none,2,Hours,reckolm0WELYWYy5d,,,
recHR608YlFVn11tf,recjbSWMBqWaynFJQ,,,current,,,0,"DATEDIF(dental_exam_date, TODAY(), 'MONTHS') + (DATEDIF(dental_exam_date, TODAY(), 'DAYS') % 30) / 30",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last dental cleaning/exam. Calculated from most recent dental visit date to current date. Used to determine screening compliance.,,,wellpath,,current_months_since_dental_exam_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Months Since Last Dental Exam,recOT0nP41iwVDLKR,,,months_since_dental_exam,,,,,,,,reclIACOAoPgkxf1c,,,none,1,Months,recDcfTPlGTzhFvwn,,,
recIT4ThuaKu4YE2j,recmEwolBmYixKs71,,,current,,,0,"DATEDIF(physical_exam_date, TODAY(), 'YEARS') + (DATEDIF(physical_exam_date, TODAY(), 'DAYS') % 365) / 365",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last annual physical examination. Calculated from most recent physical exam date to current date. Used to determine screening compliance.,,,wellpath,,current_years_since_physical_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Years Since Last Physical,recOT0nP41iwVDLKR,,,years_since_physical,,,,,,,,rec7M0BSOQF0Fzboh,,,none,1,Years,recMRr2lyt7rzSHWy,,,
recKo2MQWZYwYzDaI,"recmj64n7Kbt7c66T, recfwGl0541VuBYDx",,,current,,,0,"DATEDIF(skin_check_date, TODAY(), 'MONTHS') + (DATEDIF(skin_check_date, TODAY(), 'DAYS') % 30) / 30",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last skin check screening. Calculated from most recent dermatology exam date to current date. Used to determine screening compliance.,,,wellpath,,current_months_since_skin_check_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T18:16:27.000Z,1,,Months Since Last Skin Check,recOT0nP41iwVDLKR,,,months_since_skin_check,,,,,,,,rechAZqsAO4Uhkfxf,,,none,1,Months,recDcfTPlGTzhFvwn,,,
recNmk3nm4Ydx7bXa,recnFPsFwhY5iwRM5,,,current,,,0,"DATEDIF(vision_check_date, TODAY(), 'MONTHS') + (DATEDIF(vision_check_date, TODAY(), 'DAYS') % 30) / 30",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last comprehensive eye exam. Calculated from most recent vision check date to current date. Used to determine screening compliance.,,,wellpath,,current_months_since_vision_check_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Months Since Last Vision Check,recOT0nP41iwVDLKR,,,months_since_vision_check,,,,,,,,rectuoyPRl4n3B1Ja,,,none,1,Months,recDcfTPlGTzhFvwn,,,
recQWR5P4cNUsZUsd,"recnrCnZw0eLsTrqh, rec6XqppkTF35stEV",,,current,,,0,"DATEDIF(colonoscopy_date, TODAY(), 'YEARS') + (DATEDIF(colonoscopy_date, TODAY(), 'DAYS') % 365) / 365",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last colonoscopy screening. Calculated from most recent colonoscopy date to current date. Used to determine screening compliance.,,,wellpath,,current_years_since_colonoscopy_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T18:17:09.000Z,1,,Years Since Last Colonoscopy,recOT0nP41iwVDLKR,,,years_since_colonoscopy,,,,,,,,recBH6gBVH3HmK0ys,,,none,1,Years,recMRr2lyt7rzSHWy,,,
recSx1jCkPMJ09JCD,"recpihoFk1Oil2Zj0, recActJ3sF8kbburU, reco96aJYzJadCR5x",,,current,,,0,"DATEDIF(mammogram_date, TODAY(), 'MONTHS') + (DATEDIF(mammogram_date, TODAY(), 'DAYS') % 30) / 30",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last mammogram screening. Calculated from most recent mammogram date to current date. Used to determine screening compliance.,,,wellpath,,current_months_since_mammogram_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T18:19:09.000Z,1,,Months Since Last Mammogram,recOT0nP41iwVDLKR,,,months_since_mammogram,,,,,,,,recx47dxhGwUUIhla,,,none,1,Months,recDcfTPlGTzhFvwn,,,
recVgq9CD3dSpVuxL,recpo90msSdH76ZT7,,,current,,,0,"DATEDIF(breast_mri_date, TODAY(), 'MONTHS') + (DATEDIF(breast_mri_date, TODAY(), 'DAYS') % 30) / 30",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last breast MRI. Calculated from most recent breast MRI date to current date. Used to determine screening compliance.,,,wellpath,,current_months_since_breast_mri_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T17:04:27.000Z,1,,Months Since Last Breast MRI,recOT0nP41iwVDLKR,,,months_since_breast_mri,,,,,,,,recSYc1LTY0BHWXTT,,,none,1,Months,recDcfTPlGTzhFvwn,,,
recbtISQHAs3VnqIa,reczFF6vBLjOxw4Fc,,,current,,,0,"DATEDIF(cervical_screening_date, TODAY(), 'YEARS') + (DATEDIF(cervical_screening_date, TODAY(), 'DAYS') % 365) / 365",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last cervical cancer screening (HPV). Calculated from most recent screening date to current date. Used to determine screening compliance.,,,wellpath,,current_years_since_HPV_screening_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:17:27.000Z,1,,Years Since Last HPV Screening,recOT0nP41iwVDLKR,,,years_since_HPV_screening,,,,,,,,recLIN08wNZEJ1yHe,,,none,1,Years,recMRr2lyt7rzSHWy,,,
recxdFEfFLPMnK0EC,recvZ2p8V4yZ52Mqc,,,current,,,0,,time_difference,,,,,,,,2025-09-26T23:15:34.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last cervical cancer screening (Pap test). Calculated from most recent screening date to current date. Used to determine screening compliance.,,,wellpath,,current_years_since_PAP_screening_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:17:32.000Z,1,,Years Since Last Pap Test,,,,years_since_PAP_screening,,,,,,,,rec71SR1DmhXhQgd1,,,none,1,Years,recMRr2lyt7rzSHWy,,,
recdz9H77ndRitj9L,"reczY7QPX3FOKp74m, recKPhd9HvDuo4CO5",,,current,,,0,"DATEDIF(psa_test_date, TODAY(), 'YEARS') + (DATEDIF(psa_test_date, TODAY(), 'DAYS') % 365) / 365",time_difference,,,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,single,tracked_only,Time since last PSA test screening. Calculated from most recent PSA test date to current date. Used to determine screening compliance.,,,wellpath,,current_years_since_psa_test_time_difference,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T18:37:32.000Z,1,,Years Since Last PSA Test,recOT0nP41iwVDLKR,,,years_since_psa_test,,,,,,,,recyFUmQxEjjC8wub,,,none,1,Years,recMRr2lyt7rzSHWy,,,
recjbSWMBqWaynFJQ,,150,0,current,,,1,"calculate_compliance(months_since_dental_exam, 6)",custom_calc,,recsWuS6ZcRkjbaYe,,,,,,2025-09-12T18:57:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",compliance,single,calculated_only,"Compliance status for dental exam based on last cleaning date. Returns compliant, due_soon, overdue.",,male_female,wellpath,,current_compliance_dental_male_female_0_150_avg_custom_calc,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T23:23:24.000Z,0,,Dental Compliance Status,recOT0nP41iwVDLKR,,,dental_male_female_0_150_avg,6,avg,recOusYBDomks9f3i,,,,recHR608YlFVn11tf,,,,none,1,Yes/No,rec7pF1npMWC9gCoM,,,
