record_id,Created,Created By,ID,Last Modified,Last Modified By,calculation_target_value,calculation_type,challenges_v3,dependency_logic,dependency_tracked_metric,frequency,level_description (from linked_recommendations) (from challenges_v3),operator,scoring_frequency,scoring_minimum_frequency,scoring_target_value,scoring_target_value_2,scoring_type,target_quantity,target_value,times,tracked_metric,tracked_metric_unit,unit,weightage
rec1g5i1jz55CRdMS,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0029.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recPTRkJnc4MRYhYN, recWS3R9fsHpRhwJr, recRTvBvPLBZmNIPK, recyoGhDrnsuFkjNU, recCGn2uH1rPcSMFx",,,per week,"Complete at least 2 HIIT sessions per week, Complete at least 2 HIIT sessions per week, Complete at least 2 HIIT sessions per week, Complete at least 2 HIIT sessions per week, Complete at least 2 HIIT sessions per week",>=,weekly,weekly,2 sessions,,proportional_frequency,≥2 sessions/week,2,1,recx84UE6rhr6jUuq,sessions,sessions,
rec8EiQRArgAK42ht,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0029.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recWw3wUcMwT6RRwe, rec6K9lvSdWhn1F5r, recpu633KBSgNuG5e",,,per week,"Complete at least 3 HIIT sessions per week, Complete at least 3 HIIT sessions per week, Complete at least 3 HIIT sessions per week",>=,weekly,weekly,3 sessions,,proportional_frequency,≥3 sessions/week,3,1,recx84UE6rhr6jUuq,sessions,sessions,
recbjRc3xDI1ZrPB2,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0030.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recLkE5zV4wxwyICx, recghdaaE21UHhnvR, rectOrpapnG3qUXMO, rec6dPaC6bGWmCzom, rechHuTXKMHNlnyCR",,,per week,"Accumulate at least 20 minutes of HIIT per week, Accumulate at least 20 minutes of HIIT per week, Accumulate at least 20 minutes of HIIT per week, Accumulate at least 20 minutes of HIIT per week, Accumulate at least 20 minutes of HIIT per week",>=,weekly,weekly,20 minutes,,proportional_frequency,≥20 min/week,20,1,rec6ECEJg5nhl0x6y,minutes,minutes,
recYcQI0KhoqLtFB1,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0030.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recuPvley3HbM9cU0, recDfLrqFYXaZKqNJ, recM9cwsMRUVZck6N, recCfgVLC3r9RnFPY, rec4vGy6yQID1f9xo",,,per week,"Accumulate at least 40 minutes of HIIT per week, Accumulate at least 40 minutes of HIIT per week, Accumulate at least 40 minutes of HIIT per week, Accumulate at least 40 minutes of HIIT per week, Accumulate at least 40 minutes of HIIT per week",>=,weekly,weekly,40 minutes,,proportional_frequency,≥40 min/week,40,1,rec6ECEJg5nhl0x6y,minutes,minutes,
recpc7Za9kTvhoPZk,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0030.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"rec8lRxMs9MuKS5C4, recu6sbAle8Thrgh9, rec8Y1WI7b7emLA0p",,,per week,"Accumulate at least 60 minutes of HIIT per week, Accumulate at least 60 minutes of HIIT per week, Accumulate at least 60 minutes of HIIT per week",>=,weekly,weekly,60 minutes,,proportional_frequency,≥60 min/week,60,1,rec6ECEJg5nhl0x6y,minutes,minutes,
receTniVb21qNMILG,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0031.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"rec9P96qs4B9Ks2NB, recdLPgw65X0HhIpZ, recmCcyjy2kNFNhOK, recnNq5oSKAJPGL7C, recLdIuLy8rfMDd3h",,,per week,"Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week, Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week, Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week, Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week, Start moving: Achieve at least 60 minutes of daily active time on 5+ days per week",>=,weekly,5 of 7 days,≥60 minutes,,proportional_frequency,"≥60 min/day, 5+ days/week",60,5,rechN97Dq5ALu3FI9,minutes,minutes,
recnVxNHQfDu4H4pa,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0031.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recJk54aRTOCmyett, recax54LBl9iQYGo9, rectbyP8oHOTnysa6, recdBeawOrv8yw3bm, recvHAWhefFGAvo9j",,,per week,"Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week, Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week, Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week, Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week, Increase your movement: Reach at least 90 minutes of daily active time on 5+ days per week",>=,weekly,5 of 7 days,≥90 minutes,,proportional_frequency,"≥90 min/day, 5+ days/week",90,5,rechN97Dq5ALu3FI9,minutes,minutes,
recHqRMpl55dVMrVG,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0032.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"reccUuQUzS765GLT8, reckbOnMZXp40RMkN, rec8qKawiFK2nGWI7, rec88zqWeVSTNkekb, recY6SSoPFOydZeU6",,,per week,"Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week), Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week), Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week), Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week), Break up sitting: Limit sedentary time to under 8 hours daily (5+ days/week)",<,weekly,5 of 7 days,<8 hours,,proportional_frequency,"<8 hr/day, 5+ days/week",8,5,reclDVu1Iv6feixC3,minutes,hours,
recG6eYNetXflFXvN,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0032.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recxuD44GoiHXBT1e, recoOiNLy0X9hfv3p, recQm0IROmIWs3kyM, recfswyWAzNO4Kd6j, rec0R2tCnS7HPONm3",,,per week,"Sit less: Limit sedentary time to under 7 hours daily (6+ days/week), Sit less: Limit sedentary time to under 7 hours daily (6+ days/week), Sit less: Limit sedentary time to under 7 hours daily (6+ days/week), Sit less: Limit sedentary time to under 7 hours daily (6+ days/week), Sit less: Limit sedentary time to under 7 hours daily (6+ days/week)",<,weekly,6 of 7 days,<7 hours,,proportional_frequency,"<7 hr/day, 6+ days/week",7,6,reclDVu1Iv6feixC3,minutes,hours,
recXIPe2S6OXANWsf,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0033.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"reckCpzwbw7NY3Y3H, rec0B5P4yS4Ugq5jQ, recn8Bvrbx8bym1UT, recaeSjBfZEn58wX0, recE3fPM61QGBx26F",,,per week,"Get started: Complete at least 2 mobility sessions per week, Get started: Complete at least 2 mobility sessions per week, Get started: Complete at least 2 mobility sessions per week, Get started: Complete at least 2 mobility sessions per week, Get started: Complete at least 2 mobility sessions per week",>=,weekly,weekly,2 sessions,,proportional_frequency,≥2 sessions/week,2,1,rec5CjdtdR3SqBAcU,sessions,sessions,
rec6w0gfLi3DJZ5dw,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0033.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"reckw3FvxUxydj1xu, recxmBJ2eskHXbhzx, recBKmVAVuGhGwdtR, recWsA0ibQdNa28lG, rec0DV2Sx0v8Zy3W4",,,per week,"Progress: Complete at least 4 mobility sessions per week, Progress: Complete at least 4 mobility sessions per week, Progress: Complete at least 4 mobility sessions per week, Progress: Complete at least 4 mobility sessions per week, Progress: Complete at least 4 mobility sessions per week",>=,weekly,weekly,4 sessions,,proportional_frequency,≥4 sessions/week,4,1,rec5CjdtdR3SqBAcU,sessions,sessions,
recVudBMgFOxPb3zq,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0033.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recuHl5xTdAn4pyzQ, recDZotW54Vp6AS2M, recdF6MNCuWWNKrNB",,,per week,"Daily routine: Practice daily mobility (6+ sessions/week), Daily routine: Practice daily mobility (6+ sessions/week), Daily routine: Practice daily mobility (6+ sessions/week)",>=,weekly,weekly,6 sessions,,proportional_frequency,≥6 sessions/week,6,1,rec5CjdtdR3SqBAcU,sessions,sessions,
rectj8OR3kMtOSo1p,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0034.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recOc2T9zkBNgXRN3, recAHrQSxc4y3k769, recYLKRGAB4FDoqe5, recpkyIolBJ3xmUjR, rec2ye1Fc4dLjtMj0",,,per week,"Begin: Achieve at least 20 minutes of total mobility work per week, Begin: Achieve at least 20 minutes of total mobility work per week, Begin: Achieve at least 20 minutes of total mobility work per week, Begin: Achieve at least 20 minutes of total mobility work per week, Begin: Achieve at least 20 minutes of total mobility work per week",>=,weekly,weekly,≥20 mins,,proportional_frequency,≥20 min/week,20,1,rec5WLPHYGoaKUCjp,minutes,minutes,
rec9TxSPAB8Mryrgx,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0034.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recKPHlF4VYJVzxqS, rec3QRU02GmDbyMLv, recLg4duxyU9pRqbG, recJu1pUvRv3UxzPY, recWc3Js8PnRAItRl",,,per week,"Build: Reach 50 minutes of total mobility work per week, Build: Reach 50 minutes of total mobility work per week, Build: Reach 50 minutes of total mobility work per week, Build: Reach 50 minutes of total mobility work per week, Build: Reach 50 minutes of total mobility work per week",>=,weekly,weekly,≥50 mins,,proportional_frequency,≥50 min/week,50,1,rec5WLPHYGoaKUCjp,minutes,minutes,
rec3qBqqF3Y20eAeG,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0034.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recRDhHfK9ILMzMK3, recWlK0L9YtKflH9b, recyeSmIBscHAN9Nr",,,per week,"Maintain: Complete 90+ minutes of total mobility work per week, Maintain: Complete 90+ minutes of total mobility work per week, Maintain: Complete 90+ minutes of total mobility work per week",>=,weekly,weekly,≥90 mins,,proportional_frequency,≥90 min/week,90,1,rec5WLPHYGoaKUCjp,minutes,minutes,
recRVKVFhg5F5PXMZ,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0035.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recOj0wOjEowVEuJr, recbrb9izleRBwPKP, recwJT2BVx5etfRZW, reczeFJiiTTrVBMvq, recivy0iDzWyYrHFR",,,per week,"Start with 15 minutes of post-meal activity weekly, Start with 15 minutes of post-meal activity weekly, Start with 15 minutes of post-meal activity weekly, Start with 15 minutes of post-meal activity weekly, Start with 15 minutes of post-meal activity weekly",>=,weekly,weekly,≥15 minw,,proportional_frequency,≥15 min/week,15,1,rectwdl12NyOIQZxD,minutes,minutes,
recCO2PveasZzCj5w,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0035.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recy942oo0kz22vl7, recmWtBPWLNZsHiWp, recOjziKzhaYg1W09, recxg0IKUQHbvnUjh, recpMnY4Iu3IYsvEi",,,per week,"Reach 35 minutes of post-meal activity weekly, Reach 35 minutes of post-meal activity weekly, Reach 35 minutes of post-meal activity weekly, Reach 35 minutes of post-meal activity weekly, Reach 35 minutes of post-meal activity weekly",>=,weekly,weekly,≥35 mins,,proportional_frequency,≥35 min/week,35,1,rectwdl12NyOIQZxD,minutes,minutes,
recVmOWzXUinkxR46,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0035.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recIt5GF2nJZzCQDl, recwqSuCV0y9R3PxA, recDozFSejJzZi0U6",,,per week,"Sustain 60+ minutes of post-meal activity weekly, Sustain 60+ minutes of post-meal activity weekly, Sustain 60+ minutes of post-meal activity weekly",>=,weekly,weekly,≥60 mins,,proportional_frequency,≥60 min/week,60,1,rectwdl12NyOIQZxD,minutes,minutes,
recm7WvZ4dQcJbJlx,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0036.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recwdpCqOHZWh08fh, recVzEWiUFIHcjW6m, recI5JMZFpaNSZUfQ, reclrD6mf6R2sWO9Z, recue9nq8H3HgiGhA",,,per week,"Move after meals at least 3 times per week, Move after meals at least 3 times per week, Move after meals at least 3 times per week, Move after meals at least 3 times per week, Move after meals at least 3 times per week",>=,weekly,weekly,≥3 sessions,,proportional_frequency,≥3 sessions/week,3,1,recOqQiV6ZtMeXXjM,sessions,sessions,
recOJ8IrkZXRn7ZBF,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0036.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recMb6O0GjZxwkIRV, rec93a8FGR5tF90sR, reccC3kh5QSGN3Nga, recSJ0ICsMJMMEhmd, recvMmNQM7D74cQCX",,,per week,"Move after meals at least 7 times per week, Move after meals at least 7 times per week, Move after meals at least 7 times per week, Move after meals at least 7 times per week, Move after meals at least 7 times per week",>=,weekly,weekly,≥7 sessions,,proportional_frequency,≥7 sessions/week,7,1,recOqQiV6ZtMeXXjM,sessions,sessions,
recRfpto6wG7jIvJ8,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0036.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"reciDb465CC1s0cCD, recD7Kk7UfVdLSJF5, recDgNBaln6C4i04w",,,per week,"Move after meals after at least 12 meals per week, Move after meals after at least 12 meals per week, Move after meals after at least 12 meals per week",>=,weekly,weekly,≥12 sessions,,proportional_frequency,≥12 sessions/week,12,1,recOqQiV6ZtMeXXjM,sessions,sessions,
recZGpIkvvLhgo6Jv,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0038.1,2025-09-19T19:19:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"rec4Xh57DyBQnWoi6, recElcBN7ypynMpvz, recDlbRNelNbYjoaK, rec4CXUERZRA0mqr7, recy0tbTHLAn6Oapv",,,per week,"Sleep 7+ hours at least 5 nights per week, Sleep 7+ hours at least 5 nights per week, Sleep 7+ hours at least 5 nights per week, Sleep 7+ hours at least 5 nights per week, Sleep 7+ hours at least 5 nights per week",><,weekly,5 of 7 nights,7-9 hours,,proportional_frequency,"≥7 hr/night, 5+ nights/week",7.0-9.0,5,recY75tn39AEXKwbl,hours,hours,
recVpUY9idGQ4Bpby,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0038.2,2025-09-19T19:19:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recDHmKtGEYa9KIlf, recODBVab4y67AJZK, recCe0IGjPtZerGec, recWDT6M9meys9muL, recHqVqIYOG9hiKA2",,,per week,"Sleep 7+ hours all 7 nights per week, Sleep 7+ hours all 7 nights per week, Sleep 7+ hours all 7 nights per week, Sleep 7+ hours all 7 nights per week, Sleep 7+ hours all 7 nights per week",><,weekly,7 of 7 nights,7-9 hours,,proportional_frequency,"≥7 hr/night, 7 nights/week",7.0-9.0,7,recY75tn39AEXKwbl,hours,hours,
rec9fBref1Og1E5sM,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0039.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"rec5gYToqRFlukp5n, recBKZxpO6j77dFHh, recXClITwhUBVup6K, recXJMqxDIHbsAarW, rec4cG8l7J5kH1qP5",,,per week,"Keep your bedtime within 60 minutes on weekdays, Keep your bedtime within 60 minutes on weekdays, Keep your bedtime within 60 minutes on weekdays, Keep your bedtime within 60 minutes on weekdays, Keep your bedtime within 60 minutes on weekdays",<,weekly,5 weekdays per week,<60 min standard deviation,,proportional_frequency,<60 min SD on 5 weekdays,60,5,recFreByeShGraal0,timestamp,min standard deviation,
reciIVu7kT3QBZNAc,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0039.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"reck0KDnvvd5paofY, recYDNIKUFjLqnDjS, rec0Pp0kgjB2bx5yt, rec5l8Z3svogDsWPd, recFrRSG9id2DUO2y",,,per week,"Keep weekend bedtime within 90 minutes of your weekday time, Keep weekend bedtime within 90 minutes of your weekday time, Keep weekend bedtime within 90 minutes of your weekday time, Keep weekend bedtime within 90 minutes of your weekday time, Keep weekend bedtime within 90 minutes of your weekday time",<,weekly,weekly,<90 min difference weekday to weekend,,proportional_frequency,<90 min difference between weekday and weekend bedtime,90,1,recFreByeShGraal0,timestamp,minutes,
recl81ZfLUvZ36V9t,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0039.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"recsOxG5SheJQr7fu, recNf74rk5EV7uYKh, recNEqnTne3MgIzYu",,,per week,"Go to bed within 30 minutes of your usual time every day, Go to bed within 30 minutes of your usual time every day, Go to bed within 30 minutes of your usual time every day",<,weekly,7 days per week,<30 min standard deviation,,proportional_frequency,<30 min SD over 7 days,30,7,recFreByeShGraal0,timestamp,min standard deviation,
reclMjHZCzoNvqMUc,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0040.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"rec3caqxFH5FTXJ4O, recuQjMrKsMFiXcm4, recTuqaZxaVO2ENfL, recq7vHHo1xRTZVex, recVAgPM1oil8mFrG",,,per week,"Wake up by a set time (e.g., 8:00am) on weekends and weekdays, Wake up by a set time (e.g., 8:00am) on weekends and weekdays, Wake up by a set time (e.g., 8:00am) on weekends and weekdays, Wake up by a set time (e.g., 8:00am) on weekends and weekdays, Wake up by a set time (e.g., 8:00am) on weekends and weekdays",<=,weekly,7 of 7 days,Wake by 8:00am,,binary_frequency,"Wake by 8:00am, 7 days/week",08:00:00,7,rec0nsL37Ihw1mkM0,timestamp,AM,
recpRoKvNwuYgkXK4,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0040.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"receBaRHhG5duLetA, recijgsJNfo4Om7S4, rec7FBRaeL6OVGFhA, recGiHpAozob6wfvd, rec7CYXVQKEAZTPKy",,,per week,"Keep weekend wake-up within 90 minutes of your average weekday wake-up time (“social jetlag” focus), Keep weekend wake-up within 90 minutes of your average weekday wake-up time (“social jetlag” focus), Keep weekend wake-up within 90 minutes of your average weekday wake-up time (“social jetlag” focus), Keep weekend wake-up within 90 minutes of your average weekday wake-up time (“social jetlag” focus), Keep weekend wake-up within 90 minutes of your average weekday wake-up time (“social jetlag” focus)",<,weekly,weekly,<90 min difference weekday to weekend wake time,,proportional_frequency,<90 min difference between average weekday and weekend wake time,90,1,rec0nsL37Ihw1mkM0,timestamp,minutes,
recf2xNIGQn9dOo4V,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0040.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,sum,"reck1ngfvptj0P2EJ, recSPfkOd1p1b3SWN, recWQZ5kGB4FQYX8K",,,per week,"Wake within 30 minutes of your usual time every day (including weekends), Wake within 30 minutes of your usual time every day (including weekends), Wake within 30 minutes of your usual time every day (including weekends)",<,weekly,7 days per week,<30 min standard deviation,,proportional_frequency,<30 min SD over 7 days,30,7,rec0nsL37Ihw1mkM0,timestamp,min standard deviation,
reccooydbPZr86hAe,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0041.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,"recFT36DRigxBq4CD, reccD5UXZk2nYXomt, recrqmOnodT5e2maW, recl95SdCFREzCbLS, recYzCwJgJQ9hGIvW",,,per_day,"Get outside for at least 5 minutes of morning light most days, Get outside for at least 5 minutes of morning light most days, Get outside for at least 5 minutes of morning light most days, Get outside for at least 5 minutes of morning light most days, Get outside for at least 5 minutes of morning light most days",>=,weekly,5 of 7 days,≥5 minutes before 10am,,binary_frequency,"≥5 min before 10am, 5+ days/week",5,5,rec2cSrZAbKzTrbAJ,minutes,minutes,
recwE1I7re2AQ6I8s,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0041.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,"rec0FvAfXdy0hiySM, recQDWmJBfyc7gWDd, recHulwPpIOuJ7dui, recEAHCLgIymT2KJ2, rec2TZ9W2sGibKZEW",,,per_day,"Get at least 10 minutes of natural light within 2 hours of waking, Get at least 10 minutes of natural light within 2 hours of waking, Get at least 10 minutes of natural light within 2 hours of waking, Get at least 10 minutes of natural light within 2 hours of waking, Get at least 10 minutes of natural light within 2 hours of waking",>=,weekly,5 of 7 days,≥10 minutes within 2 hours of waking,,binary_frequency,"≥10 min within 2hr of waking, 5+ days/week",10,5,rec2cSrZAbKzTrbAJ,minutes,minutes,
